,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
1174812,Rubus pinnatus var. afrotropicus (Engl.) Gust.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus kingaensis Engl.,Rubus kingaensis Engl.
1174813,Rubus pinnatus var. subglandulosus (Gust.) R.A.Graham,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus kingaensis Engl.,Rubus kingaensis Engl.
1174819,Rubus podophyllos subsp. decipiens (P.J.Müll.) Boulay,Rubus podophyllos P.J.Müll.,Rubus podophyllos P.J.Müll.,Rubus podophyllos P.J.Müll.,Rubus podophyllos P.J.Müll.,Rubus radula Weihe,Rubus radula Weihe
1174824,Rubus pubescens subsp. aduncispinus (Sudre) Sudre,Rubus pubescens Raf.,Rubus pubescens Raf.,Rubus pubescens Raf.,Rubus pubescens Raf.,Rubus chloocladus W.C.R.Watson,Rubus chloocladus W.C.R.Watson
1174834,Rubus radula var. bracteatus (Boreau) Boulay,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus bracteatus Boreau,Rubus bracteatus Boreau
1174837,Rubus radula subsp. uncinatus (P.J.Müll.) Boulay,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus uncinatus P.J.Müll.,Rubus uncinatus P.J.Müll.
1174838,Rubus radula var. uncinatus (P.J.Müll.) Nyár.,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus radula Weihe,Rubus uncinatus P.J.Müll.,Rubus uncinatus P.J.Müll.
1174847,Rubus rivularis subsp. oligothrix (Boulay & Pierrat) Boulay,Rubus rivularis Wirtg. & P.J.Müll.,Rubus rivularis Wirtg. & P.J.Müll.,Rubus rivularis Wirtg. & P.J.Müll.,Rubus rivularis Wirtg. & P.J.Müll.,Rubus durotrigum R.P.Murray,Rubus durotrigum R.P.Murray
1175814,Ruellia crossandra Steud.,Strobilanthes pavala (Roxb.) J.R.I.Wood,Strobilanthes pavala (Roxb.) J.R.I.Wood,Strobilanthes pavala (Roxb.) J.R.I.Wood,Strobilanthes pavala (Roxb.) J.R.I.Wood,Strobilanthes crossandra (Steud.) J.R.I.Wood,Strobilanthes crossandra (Steud.) J.R.I.Wood
1175934,Caesalpinia pyramidata (Mill.) Martyn,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Erythrostemon yucatanensis var. yucatanensis,Erythrostemon yucatanensis (Greenm.) Gagnon & G.P.Lewis
1176480,Arenaria arctica var. hondoensis (Ohwi) H.Hara,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Minuartia hondoensis (Ohwi) Ohwi,Minuartia hondoensis (Ohwi) Ohwi
1176799,Sonerila kurzii C.B.Clarke,Sonerila clarkei Cogn.,Sonerila clarkei Cogn.,Sonerila clarkei Cogn.,Sonerila clarkei Cogn.,Sonerila amabilis Kurz,Sonerila amabilis Kurz
1177190,Arctium majus subsp. intermedium (Lange) Nyman,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Arctium nemorosum Lej.,Arctium nemorosum Lej.
1177191,Lappa intermedium (Lange) Lange,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Arctium nemorosum Lej.,Arctium nemorosum Lej.
1177901,Sonchus wightianus subsp. wallichianus (DC.) Boulos,Sonchus wightianus DC.,Sonchus wightianus DC.,Sonchus wightianus DC.,Sonchus wightianus DC.,Sonchus arvensis subsp. uliginosus (M.Bieb.) Nyman,Sonchus arvensis L.
1178037,Hieracium cryptanthum subsp. venascanum (Arv.-Touv. & Gaut.) Greuter,Hieracium cryptanthum subsp. cryptanthum,Hieracium cryptanthum subsp. cryptanthum,Hieracium cryptanthum subsp. cryptanthum,Hieracium cryptanthum Arv.-Touv. & Marcailhou,Hieracium venascanum Arv.-Touv. & Gaut.,Hieracium venascanum Arv.-Touv. & Gaut.
1178145,Hieracium murorum subsp. caesium (Fr.) Bonnier,Hieracium lachenalii subsp. lachenalii,Hieracium lachenalii subsp. lachenalii,Hieracium lachenalii subsp. lachenalii,Hieracium lachenalii Suter,Hieracium caesium (Fr.) Fr.,Hieracium caesium (Fr.) Fr.
1178388,Hieracium chloropsis subsp. mutelii (Arv.-Touv.) Zahn,Hieracium tomentosum subsp. gnaphalodes (Arv.-Touv.) Greuter,Hieracium tomentosum subsp. gnaphalodes (Arv.-Touv.) Greuter,Hieracium tomentosum subsp. gnaphalodes (Arv.-Touv.) Greuter,Hieracium tomentosum L.,Hieracium chloropsis subsp. gnaphalodes (Nägeli & Peter) Greuter,Hieracium chloropsis Gren.
1178584,Cichorium rhagadiolus (L.) E.H.L.Krause,Rhagadiolus edulis Gaertn.,Rhagadiolus edulis Gaertn.,Rhagadiolus edulis Gaertn.,Rhagadiolus edulis Gaertn.,Rhagadiolus stellatus (L.) Gaertn.,Rhagadiolus stellatus (L.) Gaertn.
1178585,Rhagadiolus rhagadiolus (L.) Dörfl.,Rhagadiolus edulis Gaertn.,Rhagadiolus edulis Gaertn.,Rhagadiolus edulis Gaertn.,Rhagadiolus edulis Gaertn.,Rhagadiolus stellatus (L.) Gaertn.,Rhagadiolus stellatus (L.) Gaertn.
1178657,Kalbfussia oranensis Pomel,Scorzoneroides salzmannii (Sch.Bip.) Greuter & Talavera,Scorzoneroides salzmannii (Sch.Bip.) Greuter & Talavera,Scorzoneroides salzmannii (Sch.Bip.) Greuter & Talavera,Scorzoneroides salzmannii (Sch.Bip.) Greuter & Talavera,Scorzoneroides muelleri subsp. muelleri,Scorzoneroides muelleri (Sch.Bip.) Greuter & Talavera
1178846,Senecio bedfordii F.Muell.,Bedfordia arborescens Hochr.,Bedfordia arborescens Hochr.,Bedfordia arborescens Hochr.,Bedfordia arborescens Hochr.,Bedfordia salicina (Labill.) DC.,Bedfordia salicina (Labill.) DC.
1179204,Gnaphalium banksii (A.Cunn. ex DC.) Sch.Bip.,Xerochrysum bracteatum (Vent.) Tzvelev,Xerochrysum bracteatum (Vent.) Tzvelev,Xerochrysum bracteatum (Vent.) Tzvelev,Xerochrysum bracteatum (Vent.) Tzvelev,Xerochrysum banksii (A.Cunn. ex DC.) T.L.Collins & I.Telford,Xerochrysum banksii (A.Cunn. ex DC.) T.L.Collins & I.Telford
1179532,Shawia arguta (Benth.) Britten,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Olearia arguta Benth.,Olearia arguta Benth.
1179887,Erigeron alpinus proles pyrenaicus (Pourr.) Rouy,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus L.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
1179888,Trimorpha alpina var. pyrenaica (Pourr.) Vierh.,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus L.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
1179889,Erigeron alpinus var. pyrenaicus (Pourr.) Cadevall & Pau,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus L.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
1179890,Erigeron pyrenaicus (Pourr.) A.W.Hill,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus L.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
1179891,Erigeron alpinus subsp. pyrenaicus (Pourr.) Braun-Blanq.,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus subsp. uniflorus,Erigeron uniflorus L.,Erigeron glabratus subsp. occidentalis (Vierh.) A.Pujadas,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.
1179975,Seriphidium incultum (Delile) Y.R.Ling,Artemisia sieberi Besser,Artemisia sieberi Besser,Artemisia sieberi Besser,Artemisia sieberi Besser,Artemisia inculta Delile,Artemisia inculta Delile
1180106,Santolina chamaecyparissus subvar. brevicaulis (Jord.) Rouy,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina intricata Jord. & Fourr.,Santolina intricata Jord. & Fourr.
1180107,Santolina chamaecyparissus var. brevicaulis (Jord.) Guinea,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina intricata Jord. & Fourr.,Santolina intricata Jord. & Fourr.
1180108,Santolina chamaecyparissus var. valida (Jord. & Fourr.) Guinea,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina intricata Jord. & Fourr.,Santolina intricata Jord. & Fourr.
1180109,Santolina chamaecyparissus subvar. valida (Jord. & Fourr.) Rouy,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina benthamiana Jord. & Fourr.,Santolina intricata Jord. & Fourr.,Santolina intricata Jord. & Fourr.
1181147,Lycopodioides jugorum (Hand.-Mazz.) H.S.Kung,Selaginella nipponica Franch. & Sav.,Selaginella nipponica Franch. & Sav.,Selaginella nipponica Franch. & Sav.,Selaginella nipponica Franch. & Sav.,Selaginella jugorum Hand.-Mazz.,Selaginella jugorum Hand.-Mazz.
1181337,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris palmiformis (Cav.) C.Chr.
1181375,Gleichenia linearis var. latiloba (Holttum) Fosberg,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris latiloba (Holttum) Y.H.Yan & Z.Y.Wei,Dicranopteris latiloba (Holttum) Y.H.Yan & Z.Y.Wei
1181533,Sphaerocionium buchtienii (Rosenst.) Copel.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum elegantulum Bosch,Hymenophyllum elegantulum Bosch
1181534,Sphaerocionium elegantulum (Bosch) Copel.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum elegantulum Bosch,Hymenophyllum elegantulum Bosch
1181677,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya parkeri (Hook. & Grev.) J.Sm.
1181725,Parahemionitis arifolia (Burm.f.) Panigrahi,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia (Burm.f.) T.Moore
1181726,Gymnogramma arifolia (Burm.f.) Kuhn,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia (Burm.f.) T.Moore
1181727,Hemionitis arifolia (Burm.f.) T.Moore,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia (Burm.f.) T.Moore
1183516,Polypodium austrosinicum C.Chr.,Lepisorus fortuni (T.Moore) C.M.Kuo,Lepisorus fortuni (T.Moore) C.M.Kuo,Lepisorus fortuni (T.Moore) C.M.Kuo,Lepisorus fortuni (T.Moore) C.M.Kuo,Lepisorus chinensis (Mett. ex Kuhn) ined.,Lepisorus chinensis (Mett. ex Kuhn) ined.
1184607,Mappia insularis (Matsum.) Hatus.,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia insularis (Matsum.) Hatus.,Mappia insularis (Matsum.) Hatus.
1186164,Opuntia elata subsp. bonaerensis (Speg.) Guiggi,Opuntia elata var. elata,Opuntia elata var. elata,Opuntia elata var. elata,Opuntia elata Link & Otto ex Salm-Dyck,Opuntia bonaerensis Speg.,Opuntia bonaerensis Speg.
1186653,Silene alpina (Lam.) E.Thomas ex Gren. & Godr.,Silene vulgaris subsp. vulgaris,Silene vulgaris subsp. vulgaris,Silene vulgaris subsp. vulgaris,Silene vulgaris (Moench) Garcke,Silene uniflora subsp. uniflora,Silene uniflora Roth
1186859,Ranunculus flammula var. samolifolius (Greene) L.D.Benson,Ranunculus flammula subsp. flammula,Ranunculus flammula subsp. flammula,Ranunculus flammula subsp. flammula,Ranunculus flammula L.,Ranunculus reptans L.,Ranunculus reptans L.
1186860,Ranunculus reptans var. samolifolius (Greene) L.D.Benson,Ranunculus flammula subsp. flammula,Ranunculus flammula subsp. flammula,Ranunculus flammula subsp. flammula,Ranunculus flammula L.,Ranunculus reptans L.,Ranunculus reptans L.
1187041,Passiflora foetida var. riparia (C.Wright ex Griseb.) Killip,Passiflora ciliata var. ciliata,Passiflora ciliata var. ciliata,Passiflora ciliata var. ciliata,Passiflora ciliata Aiton,Passiflora wrightiana H.T.Svoboda,Passiflora wrightiana H.T.Svoboda
1187082,Plantago tasmanica var. daltonii Hook.f.,Plantago tasmanica var. tasmanica,Plantago tasmanica var. tasmanica,Plantago tasmanica var. tasmanica,Plantago tasmanica Hook.f.,Plantago leptostachys Hook.f.,Plantago leptostachys Hook.f.
1187083,Plantago daltonii Decne.,Plantago tasmanica var. tasmanica,Plantago tasmanica var. tasmanica,Plantago tasmanica var. tasmanica,Plantago tasmanica Hook.f.,Plantago leptostachys Hook.f.,Plantago leptostachys Hook.f.
1187245,Aconitum napellus lusus acutum (Rchb.) Regel,Aconitum firmum subsp. firmum,Aconitum firmum subsp. firmum,Aconitum firmum subsp. firmum,Aconitum firmum Rchb.,Aconitum × acutum Rchb.,Aconitum × acutum Rchb.
1187294,Telanthera polygonoides var. diffusa (Mart.) Moq.,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides A.St.-Hil.,Alternanthera ficoidea (L.) P.Beauv.,Alternanthera ficoidea (L.) P.Beauv.
1187457,Biscutella riberensis (O.Bolòs & Masclans) Mateo & M.B.Crespo,Biscutella laevigata subsp. laevigata,Biscutella laevigata subsp. laevigata,Biscutella laevigata subsp. laevigata,Biscutella laevigata L.,Biscutella dufourii subsp. riberensis (O.Bolòs & Masclans) Mateo,Biscutella dufourii G.Mateo & M.B.Crespo
1187733,Clarkia amoena f. concolor (Jeps.) A.Nelson & J.F.Macbr.,Clarkia gracilis subsp. gracilis,Clarkia gracilis subsp. gracilis,Clarkia gracilis subsp. gracilis,Clarkia gracilis (Piper) A.Nelson & J.F.Macbr.,Clarkia lassenensis (Eastw.) F.H.Lewis & M.E.Lewis,Clarkia lassenensis (Eastw.) F.H.Lewis & M.E.Lewis
1187942,Dianthus serratus proles insignitus (Timb.-Lagr.) Rouy & Foucaud,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens L.,Dianthus benearnensis Loret,Dianthus benearnensis Loret
1187943,Dianthus serratus var. insignitus (Timb.-Lagr.) P.Fourn.,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens subsp. pungens,Dianthus pungens L.,Dianthus benearnensis Loret,Dianthus benearnensis Loret
1188316,Gymnocalycium schmidianum (H.Till & W.Till) Mereg. & Kulhánek,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei subsp. monvillei,Gymnocalycium monvillei (Lem.) Pfeiff. ex Britton & Rose,Gymnocalycium nigriareolatum Backeb.,Gymnocalycium nigriareolatum Backeb.
1188358,Helianthemum marifolium var. dichroum (Kunze) O.Bolòs & Vigo,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum (L.) Hornem.,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium (L.) Mill.
1188359,Rhodax dichrous (Kunze) Holub,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum subsp. canum,Helianthemum canum (L.) Hornem.,Helianthemum marifolium subsp. marifolium,Helianthemum marifolium (L.) Mill.
1188457,Iberis linifolia proles villarsii (Jord.) Rouy & Foucaud,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud,Iberis intermedia Guers.
1188461,Iberis intermedia var. villarsii (Jord.) B.Bock,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud,Iberis intermedia Guers.
1188521,Alectorolophus drummond-hayi (F.B.White) Sterneck,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor L.,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus Chabert
1188524,Rhinanthus drummond-hayi (F.B.White) Druce,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor L.,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus Chabert
1188525,Alectorolophus groenlandicus var. drummond-hayi (F.B.White) Ostenf.,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor L.,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus Chabert
1188528,Rhinanthus minor var. drummond-hayi (F.B.White) Á.Löve,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor subsp. minor,Rhinanthus minor L.,Rhinanthus groenlandicus Chabert,Rhinanthus groenlandicus Chabert
1188656,Matricaria valentina (L.) L.,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale (Jacq.) Cass.,Anacyclus radiatus Loisel.,Anacyclus radiatus Loisel.
1188926,Pyrus communis var. nivalis (Jacq.) Fiori,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis L.,Pyrus nivalis Jacq.,Pyrus nivalis Jacq.
1188940,Rosa formosana (Cardot) Koidz.,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora Thunb.,Rosa transmorrisonensis Hayata,Rosa transmorrisonensis Hayata
1188952,Rosa calva var. formosana (Cardot) Boulenger,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora Thunb.,Rosa transmorrisonensis Hayata,Rosa transmorrisonensis Hayata
1189930,Poa compressa f. langiana (Rchb.) Neuman,Poa compressa L.,Poa compressa L.,Poa compressa L.,Poa compressa L.,Poa langiana Rchb.,Poa langiana Rchb.
1190919,Alyxia samoensis (Christoph.) A.C.Sm.,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia samoensis (Christoph.) A.C.Sm.,Alyxia samoensis (Christoph.) A.C.Sm.
1191804,Baissea calophylla (K.Schum.) Stapf,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea calophylla (K.Schum.) Stapf,Baissea calophylla (K.Schum.) Stapf
1192361,Phyllorkis radiata (Lindl.) Kuntze,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum radiatum Lindl.,Bulbophyllum radiatum Lindl.
1194333,Coprosma dentata (Elmer) Heads,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis (Mutis ex L.f.) Druce,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum Wall.
1194566,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson
1196267,Callista primulina (Lindl.) Kuntze,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium primulinum Lindl.,Dendrobium primulinum Lindl.
1196840,Anoectochilus lowii T.Br.,Dossinia marmorata C.Morren,Dossinia marmorata C.Morren,Dossinia marmorata C.Morren,Dossinia marmorata C.Morren,Anoectochilus brevilabris Lindl.,Anoectochilus brevilabris Lindl.
1197098,Eleutherococcus pentaphyllus Nakai,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus japonicus (Franch. & Sav.) Nakai,Eleutherococcus japonicus (Franch. & Sav.) Nakai
1197099,Acanthopanax pentaphyllus Marchal,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus sieboldianus (Makino) Koidz.,Eleutherococcus japonicus (Franch. & Sav.) Nakai,Eleutherococcus japonicus (Franch. & Sav.) Nakai
1197443,Octomeria stellata (Lindl.) Spreng.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
1197445,Tainia stellata (Lindl.) Pfitzer,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
1197446,Eria rugosa (Blume) Lindl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
