,Genus,Num_names_for_genus_with_species_discrepancy,Total_names_for_genus,Percent
1104,Balsamita,1,18,5.555555555555555
1147,Heracantha,1,6,16.666666666666668
1148,Phonus,1,6,16.666666666666668
1149,Parachionolaena,1,2,50.0
1150,Elachanthemum,1,4,25.0
1151,Anacis,1,3,33.333333333333336
1152,Galatella,1,125,0.8
1153,Abrotanum,1,18,5.555555555555555
1154,Scheutzia,1,3,33.333333333333336
1155,Tuckermannia,1,3,33.333333333333336
1156,Pappothrix,1,5,20.0
1178,Brachysorus,1,2,50.0
1179,Hymenasplenium,1,71,1.408450704225352
1180,Korthalsia,1,47,2.127659574468085
1181,Homalomena,1,291,0.3436426116838488
1182,Geophila,1,79,1.2658227848101267
1183,Gastrodia,1,134,0.746268656716418
1184,Bataprine,1,3,33.333333333333336
1185,Relbunium,1,89,1.1235955056179776
1186,Tithymalopsis,1,24,4.166666666666667
1187,Agaloma,1,32,3.125
1188,Dennstaedtia,1,148,0.6756756756756757
1168,Sabal,1,74,1.3513513513513513
1190,Schizaea,1,77,1.2987012987012987
1191,Microschizaea,1,9,11.11111111111111
1192,Hemitelia,1,219,0.45662100456621
1193,Didymotheca,1,10,10.0
1194,Ghinia,1,26,3.8461538461538463
1163,Betonica,1,139,0.7194244604316546
1164,Holtonia,1,2,50.0
1165,Diothonea,1,19,5.2631578947368425
1166,Orthechites,1,2,50.0
1167,Baeckea,1,168,0.5952380952380952
1189,Sphaeropteris,1,137,0.7299270072992701
1116,Notonia,1,41,2.4390243902439024
1117,Plectreca,1,2,50.0
1118,Clavigera,1,9,11.11111111111111
1119,Praxelis,1,30,3.3333333333333335
1120,Adenostemma,1,77,1.2987012987012987
1121,Mikania,1,858,0.11655011655011654
1122,Perityle,1,127,0.7874015748031497
1123,Unxia,1,13,7.6923076923076925
1124,Verbesina,1,617,0.1620745542949757
1157,Sideroxylon,1,461,0.21691973969631237
1126,Chrysostemma,1,4,25.0
1127,Epilepis,1,2,50.0
1128,Wedelia,1,401,0.24937655860349128
1129,Wulffia,1,27,3.7037037037037037
1130,Achroanthes,1,18,5.555555555555555
1099,Franseria,1,72,1.3888888888888888
1100,Enydra,1,19,5.2631578947368425
1101,Polycephalos,1,2,50.0
1102,Chiliadenus,1,15,6.666666666666667
1103,Plagius,1,11,9.090909090909092
1125,Agarista,1,70,1.4285714285714286
1158,Salpinctes,1,3,33.333333333333336
1159,Malouetia,1,62,1.6129032258064515
1160,Cameraria,1,23,4.3478260869565215
1161,Disphenia,1,7,14.285714285714286
1162,Paesia,1,22,4.545454545454546
1131,Cromapanax,1,2,50.0
1132,Birchea,1,2,50.0
1133,Leucas,1,353,0.28328611898017
1134,Lantana,1,565,0.17699115044247787
1135,Mollugo,1,149,0.6711409395973155
1115,Notoniopsis,1,10,10.0
1137,Chrysophyllum,1,411,0.24330900243309003
1138,Pinellia,1,32,3.125
1139,Biermannia,1,43,2.3255813953488373
1140,Robinia,1,283,0.35335689045936397
1141,Galinsogeopsis,1,2,50.0
1142,Monothrix,1,9,11.11111111111111
1143,Leptopharynx,1,13,7.6923076923076925
1144,Nesothamnus,1,2,50.0
1145,Nothocalais,1,6,16.666666666666668
1146,Femeniasia,1,3,33.333333333333336
1136,Onychium,1,67,1.492537313432836
1604,Arthraxon,1,168,0.5952380952380952
1605,Embryopteris,1,10,10.0
1606,Laurentia,1,82,1.2195121951219512
1607,Diastatea,1,16,6.25
1608,Meconopsis,1,228,0.43859649122807015
1609,Plokiostigma,1,2,50.0
1610,Devillea,1,6,16.666666666666668
1579,Strailia,1,1,100.0
1580,Duthiea,1,10,10.0
1359,Cryphaea,1,2,50.0
1582,Caulinia,1,54,1.8518518518518519
1583,Fritillaria,1,600,0.16666666666666666
1584,Henningia,1,38,2.6315789473684212
1585,Colchicum,1,468,0.21367521367521367
1586,Calochortus,1,225,0.4444444444444444
1587,Coetocapnia,1,2,50.0
1588,Verapazia,1,6,16.666666666666668
1589,Gnetum,1,131,0.7633587786259542
1590,Vieusseuxia,1,48,2.0833333333333335
1591,Adenocalymma,1,179,0.5586592178770949
1581,Zostera,1,65,1.5384615384615385
1615,Pisonia,1,251,0.398406374501992
1616,Burmeistera,1,181,0.5524861878453039
1617,Licania,1,351,0.2849002849002849
1618,Trimeris,1,3,33.333333333333336
1619,Muscarella,1,58,1.7241379310344827
1620,Phyllostylon,1,4,25.0
1621,Sucrea,1,4,25.0
1622,Pogonatherum,1,24,4.166666666666667
1623,Pariana,1,58,1.7241379310344827
1603,Setilobus,1,7,14.285714285714286
1625,Piptochaetium,1,84,1.1904761904761905
1626,Oryzopsis,1,161,0.6211180124223602
1595,Sloanea,1,337,0.29673590504451036
1596,Alcea,1,156,0.6410256410256411
1597,Tulipa,1,582,0.1718213058419244
1598,Autonoe,1,7,14.285714285714286
1599,Miersia,1,15,6.666666666666667
1600,Ledebouria,1,100,1.0
1601,Chaetospora,1,97,1.0309278350515463
1602,Heleogiton,1,11,9.090909090909092
1624,Ophiuros,1,32,3.125
1551,Chamissoniophila,1,3,33.333333333333336
1552,Anchusa,1,355,0.28169014084507044
1553,Eustylis,1,9,11.11111111111111
1554,Lathriogyna,1,4,25.0
1555,Amphithalea,1,64,1.5625
1556,Ammannia,1,318,0.31446540880503143
1557,Alternanthera,1,471,0.21231422505307856
1558,Tribonanthes,1,15,6.666666666666667
1559,Manfreda,1,51,1.9607843137254901
1592,Arthrosamanea,1,18,5.555555555555555
1561,Bravoa,1,10,10.0
1562,Runyonia,1,2,50.0
1531,Maranta,1,295,0.3389830508474576
1532,Michelia,1,234,0.42735042735042733
1533,Baumea,1,42,2.380952380952381
1534,Chapelliera,1,10,10.0
1535,Machaerina,1,111,0.9009009009009009
1536,Hedychium,1,189,0.5291005291005291
1537,Hechtia,1,108,0.9259259259259259
1538,Niveophyllum,1,2,50.0
1560,Leichtlinia,1,3,33.333333333333336
1593,Pseudalbizzia,1,2,50.0
1594,Catocoma,1,12,8.333333333333334
1563,Robynsia,1,7,14.285714285714286
1564,Pseudobravoa,1,2,50.0
1565,Allibertia,1,2,50.0
1566,Prochnyanthes,1,4,25.0
1567,Tuberosa,1,2,50.0
1568,Zetocapnia,1,2,50.0
1569,Pothos,1,261,0.3831417624521073
1570,Sarcoyucca,1,14,7.142857142857143
1550,Antiphytum,1,23,4.3478260869565215
1572,Bignonia,1,604,0.16556291390728478
1573,Arrabidaea,1,223,0.4484304932735426
1574,Stereospermum,1,64,1.5625
1575,Sapucaya,1,2,50.0
1576,Pachylecythis,1,2,50.0
1577,Cercophora,1,2,50.0
1578,Holopyxidium,1,4,25.0
1547,Xerotes,1,79,1.2658227848101267
1548,Amomum,1,485,0.20618556701030927
1549,Discopodium,1,11,9.090909090909092
1571,Talbotia,1,4,25.0
1679,Urostephanus,1,2,50.0
1680,Poicillopsis,1,7,14.285714285714286
1681,Petopentia,1,3,33.333333333333336
1682,Hoya,1,867,0.11534025374855825
1683,Acanthus,1,122,0.819672131147541
1684,Acanthorhipsalis,1,13,7.6923076923076925
1685,Systemonodaphne,1,4,25.0
1686,Rhytiglossa,1,99,1.0101010101010102
1687,Palustricodon,1,3,33.333333333333336
1614,Phytolacca,1,100,1.0
1689,Merwilla,1,8,12.5
1690,Senegaria,1,1,100.0
1659,Broughtonia,1,27,3.7037037037037037
1660,Nonatelia,1,113,0.8849557522123894
1661,Abies,1,724,0.13812154696132597
1662,Leochilus,1,35,2.857142857142857
1663,Wasatchia,1,2,50.0
1664,Argillochloa,1,2,50.0
1665,Leucopoa,1,24,4.166666666666667
1666,Themeda,1,113,0.8849557522123894
1688,Tupistra,1,76,1.3157894736842106
1721,Odontonema,1,67,1.492537313432836
1722,Nanocnide,1,7,14.285714285714286
1691,Anthalogea,1,3,33.333333333333336
1692,Pylostachya,1,3,33.333333333333336
1693,Corymbula,1,1,100.0
1694,Anonychium,1,2,50.0
1695,Mitostax,1,2,50.0
1696,Neltuma,1,15,6.666666666666667
1697,Sopropis,1,2,50.0
1698,Medicago,1,1247,0.08019246190858059
1678,Dictyanthus,1,22,4.545454545454546
1700,Microstigma,1,7,14.285714285714286
1701,Sassafras,1,22,4.545454545454546
1702,Sweetia,1,35,2.857142857142857
1703,Commilobium,1,4,25.0
1704,Plectomirtha,1,2,50.0
1705,Spirolobium,1,4,25.0
1706,Alsodeia,1,179,0.5586592178770949
1675,Oxypetalum,1,297,0.3367003367003367
1676,Trichosacme,1,2,50.0
1677,Chthamalia,1,9,11.11111111111111
1699,Antimima,1,113,0.8849557522123894
1658,Dactylis,1,316,0.31645569620253167
1627,Nicoraella,1,8,12.5
1628,Lophopogon,1,8,12.5
1629,Iseilema,1,35,2.857142857142857
1630,Hymenachne,1,46,2.1739130434782608
1631,Cryptopyrum,1,2,50.0
1632,Crithopyrum,1,2,50.0
1633,Syntherisma,1,90,1.1111111111111112
1634,Pentameris,1,138,0.7246376811594203
1667,Aridarum,1,32,3.125
1636,Thamnocalamus,1,35,2.857142857142857
1637,Scolochloa,1,9,11.11111111111111
1638,Coelorachis,1,41,2.4390243902439024
1639,Poarion,1,1,100.0
1640,Aegialitis,1,7,14.285714285714286
1641,Raimundochloa,1,2,50.0
1642,Aegialina,1,2,50.0
1611,Zoroxus,1,1,100.0
1612,Badiera,1,24,4.166666666666667
1613,Pilostaxis,1,8,12.5
1635,Serrafalcus,1,89,1.1235955056179776
1668,Queltia,1,36,2.7777777777777777
1669,Arnottia,1,5,20.0
1670,Spartothamnus,1,6,16.666666666666668
1671,Raphistemma,1,5,20.0
1672,Secamone,1,232,0.43103448275862066
1673,Toxocarpus,1,86,1.1627906976744187
1674,Pentagonium,1,2,50.0
1643,Telotia,1,2,50.0
1644,Albuca,1,276,0.36231884057971014
1645,Ornithogalum,1,984,0.1016260162601626
1657,Deschampsia,1,426,0.2347417840375587
1647,Pleomele,1,121,0.8264462809917356
1648,Chlorophytum,1,524,0.19083969465648856
1649,Behria,1,2,50.0
1650,Alstroemeria,1,379,0.2638522427440633
1651,Prainea,1,12,8.333333333333334
1652,Ceropegia,1,1278,0.0782472613458529
1653,Asclepiodora,1,10,10.0
1654,Odontostephana,1,8,12.5
1655,Calathea,1,435,0.22988505747126436
1656,Cuscuta,1,884,0.11312217194570136
1646,Indurgia,1,11,9.090909090909092
1424,Andrachne,1,108,0.9259259259259259
1425,Hybochilus,1,4,25.0
1426,Mercurialis,1,123,0.8130081300813008
1427,Leidesia,1,8,12.5
1428,Zornia,1,233,0.4291845493562232
1429,Ixora,1,1099,0.09099181073703366
1430,Rabdosia,1,190,0.5263157894736842
1431,Homalopetalum,1,13,7.6923076923076925
1432,Mitozus,1,21,4.761904761904762
1539,Bakeria,1,7,14.285714285714286
1434,Urechites,1,14,7.142857142857143
1403,Lobocarpus,1,2,50.0
1404,Episteira,1,2,50.0
1405,Gynoon,1,7,14.285714285714286
1406,Coccoglochidion,1,2,50.0
1407,Glochisandra,1,2,50.0
1408,Bradleia,1,43,2.3255813953488373
1409,Glochidionopsis,1,2,50.0
1410,Zarcoa,1,2,50.0
1411,Agyneia,1,32,3.125
1433,Angadenia,1,29,3.4482758620689653
1466,Sobralia,1,235,0.425531914893617
1435,Peteniodendron,1,7,14.285714285714286
1436,Lucuma,1,202,0.49504950495049505
1437,Hoffmannia,1,188,0.5319148936170213
1438,Nervilia,1,146,0.684931506849315
1439,Adenocalyx,1,2,50.0
1440,Bonduc,1,4,25.0
1441,Tetrapodenia,1,2,50.0
1442,Restrepiella,1,19,5.2631578947368425
1443,Ptilanthelium,1,4,25.0
1423,Leptospermopsis,1,2,50.0
1445,Nidularium,1,182,0.5494505494505495
1446,Floscopa,1,55,1.8181818181818181
1447,Mortolopuntia,1,2,50.0
1448,Pseudolabatia,1,8,12.5
1449,Richardella,1,32,3.125
1450,Gayella,1,3,33.333333333333336
1419,Hylaeorchis,1,2,50.0
1420,Abebaia,1,2,50.0
1421,Mandevilla,1,272,0.36764705882352944
1422,Blepharoglossum,1,39,2.5641025641025643
1444,Navia,1,124,0.8064516129032258
1371,Cyrtopodium,1,114,0.8771929824561403
1372,Veillonia,1,2,50.0
1373,Campecarpus,1,2,50.0
1374,Corysanthes,1,92,1.0869565217391304
1375,Cornus,1,439,0.22779043280182232
1376,Erythrodanum,1,3,33.333333333333336
1377,Cymbidium,1,537,0.186219739292365
1378,Citharexylum,1,251,0.398406374501992
1379,Asarca,1,96,1.0416666666666667
1412,Corunastylis,1,74,1.3513513513513513
1381,Castanea,1,240,0.4166666666666667
1382,Sauropus,1,140,0.7142857142857143
1383,Melanthesopsis,1,12,8.333333333333334
1384,Melanthesa,1,27,3.7037037037037037
1385,Sarcopodium,1,58,1.7241379310344827
1386,Katherinea,1,31,3.225806451612903
1355,Breyniopsis,1,2,50.0
1356,Diplomorpha,1,41,2.4390243902439024
1357,Floribunda,1,3,33.333333333333336
1358,Legocia,1,2,50.0
1380,Randia,1,606,0.16501650165016502
1413,Prasophyllum,1,249,0.40160642570281124
1414,Tirucalia,1,77,1.2987012987012987
1415,Dendrolirium,1,34,2.9411764705882355
1416,Pogonia,1,167,0.5988023952095808
1417,Nepeta,1,835,0.11976047904191617
1418,Ichnocarpus,1,60,1.6666666666666667
1387,Epipogium,1,25,4.0
1388,Drypetes,1,350,0.2857142857142857
1389,Castilleja,1,653,0.15313935681470137
1390,Ochna,1,343,0.2915451895043732
1402,Tetraglochidion,1,2,50.0
1392,Campylocercum,1,7,14.285714285714286
1393,Spongopyrena,1,5,20.0
1394,Meesia,1,2,50.0
1395,Calpurnia,1,28,3.5714285714285716
1396,Apoterium,1,2,50.0
1397,Calceolaria,1,900,0.1111111111111111
1398,Echyrospermum,1,1,100.0
1399,Ticanto,1,2,50.0
1400,Dendropanax,1,149,0.6711409395973155
1401,Pinelia,1,8,12.5
1391,Walkera,1,4,25.0
1530,Puya,1,306,0.32679738562091504
1499,Urophyllum,1,204,0.49019607843137253
1500,Billardiera,1,72,1.3888888888888888
1501,Uwarowia,1,3,33.333333333333336
1502,Tricalysia,1,277,0.36101083032490977
1503,Dendrocolla,1,45,2.2222222222222223
1504,Stylocoryna,1,74,1.3513513513513513
1505,Tarenna,1,353,0.28328611898017
1506,Verbenella,1,2,50.0
1465,Spathoglottis,1,95,1.0526315789473684
1508,Shuttleworthia,1,9,11.11111111111111
1509,Stenogyne,1,182,0.5494505494505495
1510,Pabstiella,1,167,0.5988023952095808
1511,Kyllinga,1,355,0.28169014084507044
1512,Acinax,1,1,100.0
1513,Asterochaete,1,9,11.11111111111111
1514,Tripogandra,1,41,2.4390243902439024
1483,Prieurella,1,7,14.285714285714286
1484,Chilocarpus,1,49,2.0408163265306123
1485,Cercestis,1,17,5.882352941176471
1507,Helleranthus,1,2,50.0
1540,Bakerantha,1,5,20.0
1541,Iria,1,119,0.8403361344537815
1542,Dyckia,1,318,0.31446540880503143
1543,Talbotiopsis,1,2,50.0
1544,Pentlandia,1,5,20.0
1545,Phaedranassa,1,24,4.166666666666667
1546,Muscari,1,279,0.35842293906810035
1515,Schoenus,1,500,0.2
1516,Alpinia,1,512,0.1953125
1517,Afrothismia,1,19,5.2631578947368425
1529,Scleria,1,771,0.1297016861219196
2390,Gastrolychnis,1,44,2.272727272727273
1520,Kentrophyta,1,12,8.333333333333334
1521,Tragacantha,1,1345,0.07434944237918216
1522,Banfiopuntia,1,2,50.0
1523,Podlechiella,1,3,33.333333333333336
1524,Hexastylis,1,25,4.0
1525,Artabotrys,1,179,0.5586592178770949
1526,Holostylis,1,3,33.333333333333336
1527,Bagnisia,1,5,20.0
1528,Streptolirion,1,13,7.6923076923076925
1518,Zygopetalum,1,166,0.6024096385542169
1477,Nemaluma,1,2,50.0
1478,Neolabatia,1,8,12.5
1479,Exorrhiza,1,10,10.0
1480,Fibrocentrum,1,2,50.0
1481,Cornuella,1,2,50.0
1482,Achrouteria,1,3,33.333333333333336
1451,Radlkoferella,1,30,3.3333333333333335
1452,Eglerodendron,1,2,50.0
1453,Labatia,1,43,2.3255813953488373
1486,Gilipus,1,2,50.0
1455,Syzygiopsis,1,3,33.333333333333336
1456,Eusteralis,1,28,3.5714285714285716
1457,Conopsidium,1,3,33.333333333333336
1458,Phlomis,1,413,0.24213075060532688
1459,Phlomoides,1,201,0.4975124378109453
1460,Paraeremostachys,1,16,6.25
1461,Kingidium,1,17,5.882352941176471
1462,Doritis,1,47,2.127659574468085
1463,Echites,1,509,0.19646365422396855
1464,Caperonia,1,75,1.3333333333333333
1454,Englerella,1,3,33.333333333333336
1487,Bragaia,1,2,50.0
1488,Echinocystis,1,42,2.380952380952381
1489,Brandegea,1,6,16.666666666666668
1490,Echinopepon,1,37,2.7027027027027026
1491,Bossiaea,1,136,0.7352941176470589
1492,Blitum,1,72,1.3888888888888888
1493,Atrema,1,3,33.333333333333336
1494,Londesia,1,2,50.0
1495,Arctostaphylos,1,388,0.25773195876288657
1496,Huxleya,1,2,50.0
1476,Rhodocalyx,1,15,6.666666666666667
1498,Agnus-castus,1,10,10.0
1467,Sideritis,1,886,0.11286681715575621
1468,Schoenorchis,1,47,2.127659574468085
1469,Saccolabium,1,356,0.2808988764044944
1470,Rhododon,1,3,33.333333333333336
1471,Stachydeoma,1,5,20.0
1472,Proteroceras,1,2,50.0
1473,Mapouria,1,203,0.49261083743842365
1474,Guajava,1,98,1.0204081632653061
1475,Prunella,1,189,0.5291005291005291
1497,Voacanga,1,53,1.8867924528301887
