,Genus,Num_names_for_genus_with_species_discrepancy,Total_names_for_genus,Percent
647,Liriope,3,49,6.122448979591836
646,Stillingia,3,180,1.6666666666666667
645,Rheedia,3,88,3.409090909090909
644,Faramea,3,333,0.9009009009009009
659,Stachytarpheta,3,285,1.0526315789473684
658,Canthium,3,504,0.5952380952380952
657,Elionurus,3,84,3.5714285714285716
674,Chasmanthium,3,10,30.0
919,Disocactus,2,53,3.7735849056603774
920,Ermania,2,23,8.695652173913043
921,Robinsonia,2,16,12.5
922,Pleurospermum,2,118,1.694915254237288
891,Parahemionitis,2,3,66.66666666666667
892,Elatostema,2,1044,0.19157088122605365
893,Ehretia,2,268,0.746268656716418
894,Rumex,2,1298,0.15408320493066255
895,Moronobea,2,21,9.523809523809524
896,Mesua,2,76,2.6315789473684212
1027,Aeschynanthus,2,285,0.7017543859649122
898,Genista,2,1023,0.19550342130987292
899,Paradavallodes,2,5,40.0
900,Epipactis,2,713,0.2805049088359046
901,Chrysalidocarpus,2,36,5.555555555555555
902,Dracocephalum,2,247,0.8097165991902834
903,Frasera,2,57,3.508771929824561
904,Melodorum,2,101,1.9801980198019802
905,Phelypaea,2,144,1.3888888888888888
906,Cycas,2,242,0.8264462809917356
875,Crabbea,2,24,8.333333333333334
876,Cotyledon,2,475,0.42105263157894735
897,Gomphrena,2,506,0.3952569169960474
928,Grewia,2,696,0.28735632183908044
929,Carinta,2,16,12.5
930,Chamaesyce,2,523,0.3824091778202677
931,Colysis,2,109,1.834862385321101
932,Loxogramme,2,81,2.4691358024691357
933,Tectaria,2,516,0.3875968992248062
934,Hypodematium,2,51,3.9215686274509802
935,Hakea,2,783,0.2554278416347382
936,Goodenia,2,398,0.5025125628140703
937,Acidosasa,2,28,7.142857142857143
918,Dorstenia,2,502,0.398406374501992
907,Widdringtonia,2,22,9.090909090909092
908,Adhatoda,2,153,1.3071895424836601
909,Aillya,2,5,40.0
910,Euonymus,2,744,0.26881720430107525
911,Oenothera,2,1435,0.13937282229965156
912,Nymphaea,2,484,0.4132231404958678
913,Spicanta,2,54,3.7037037037037037
914,Cranfillia,2,25,8.0
915,Meniscium,2,83,2.4096385542168677
916,Crucifera,2,169,1.183431952662722
917,Euzomum,2,6,33.333333333333336
938,Cynosciadium,2,5,40.0
869,Paraspalathus,2,59,3.389830508474576
870,Agrostemma,2,57,3.508771929824561
871,Deutzia,2,354,0.5649717514124294
872,Alysicarpus,2,146,1.36986301369863
873,Aletes,2,26,7.6923076923076925
874,Pterocarya,2,41,4.878048780487805
843,Tillaea,2,115,1.7391304347826086
844,Dactylorhiza,2,753,0.2656042496679947
845,Odontoglossum,2,582,0.3436426116838488
846,Culcasia,2,43,4.651162790697675
877,Coryphantha,2,257,0.7782101167315175
848,Bernardia,2,179,1.1173184357541899
849,Cojoba,2,41,4.878048780487805
850,Corispermum,2,191,1.0471204188481675
851,Chrysosplenium,2,284,0.704225352112676
852,Chaenorhinum,2,169,1.183431952662722
853,Camellia,2,750,0.26666666666666666
854,Allionia,2,127,1.5748031496062993
855,Cuphea,2,759,0.2635046113306983
856,Senegalia,2,335,0.5970149253731343
857,Securidaca,2,152,1.3157894736842106
858,Camphorosma,2,24,8.333333333333334
847,Oxydectes,2,577,0.3466204506065858
878,Unona,2,229,0.8733624454148472
879,Meibomia,2,414,0.4830917874396135
880,Lithops,2,176,1.1363636363636365
881,Lophosciadium,2,11,18.181818181818183
882,Ferocactus,2,170,1.1764705882352942
883,Exacum,2,192,1.0416666666666667
884,Euploca,2,187,1.0695187165775402
885,Adesmia,2,435,0.45977011494252873
886,Parosela,2,310,0.6451612903225806
887,Elytropappus,2,24,8.333333333333334
868,Agrosinapis,2,2,100.0
889,Orogenia,2,6,33.333333333333336
890,Aleuritopteris,2,130,1.5384615384615385
859,Talinum,2,160,1.25
860,Buchanania,2,97,2.0618556701030926
861,Rungia,2,125,1.6
862,Rhododendron,2,3447,0.05802146794313896
863,Cryptocarya,2,556,0.3597122302158273
864,Hylotelephium,2,93,2.150537634408602
865,Dionysia,2,82,2.4390243902439024
866,Wormia,2,72,2.7777777777777777
867,Dicliptera,2,397,0.5037783375314862
888,Mappia,2,49,4.081632653061225
987,Pycnodoria,2,8,25.0
988,Lagenophora,2,77,2.5974025974025974
989,Mystacidium,2,113,1.7699115044247788
990,Lankesteriana,2,26,7.6923076923076925
991,Cercocarpus,2,77,2.5974025974025974
992,Aphanes,2,44,4.545454545454546
993,Vilfa,2,268,0.746268656716418
994,Medinilla,2,572,0.34965034965034963
995,Chamaemelum,2,120,1.6666666666666667
996,Laphamia,2,48,4.166666666666667
927,Salicornia,2,261,0.7662835249042146
998,Lepanthes,2,1404,0.14245014245014245
999,Dorema,2,26,7.6923076923076925
1000,Actinophloeus,2,22,9.090909090909092
1001,Fischeria,2,39,5.128205128205129
1002,Philibertia,2,113,1.7699115044247788
971,Pluchea,2,194,1.0309278350515463
972,Trachynia,2,7,28.571428571428573
973,Gigantochloa,2,97,2.0618556701030926
974,Brachynema,2,7,28.571428571428573
975,Spermacoce,2,673,0.2971768202080238
976,Cyclobalanopsis,2,191,1.0471204188481675
997,Odontadenia,2,65,3.076923076923077
1028,Aeonium,2,186,1.075268817204301
1029,Hebe,2,219,0.91324200913242
1030,Zeia,2,18,11.11111111111111
1031,Dimeria,2,128,1.5625
1032,Danthonia,2,436,0.45871559633027525
1033,Aegilops,2,470,0.425531914893617
1034,Chamaecyparis,2,181,1.1049723756906078
1003,Notogrammitis,2,14,14.285714285714286
1004,Doodia,2,60,3.3333333333333335
1005,Marsilea,2,180,1.1111111111111112
1018,Chusua,2,29,6.896551724137931
1007,Tridens,2,44,4.545454545454546
1008,Dimorphorchis,2,18,11.11111111111111
1009,Ancistrocactus,2,16,12.5
1010,Cincinalis,2,35,5.714285714285714
1011,Seriphidium,2,186,1.075268817204301
1012,Oxyacantha,2,41,4.878048780487805
1013,Huperzia,2,524,0.3816793893129771
1014,Sigmoidotropis,2,10,20.0
1015,Pseudolysimachion,2,138,1.4492753623188406
1016,Arundinaria,2,542,0.36900369003690037
1017,Parentucellia,2,10,20.0
1006,Waldsteinia,2,24,8.333333333333334
969,Calyptranthes,2,453,0.44150110375275936
970,Shawia,2,72,2.7777777777777777
939,Doria,2,68,2.9411764705882355
940,Colymbada,2,126,1.5873015873015872
941,Gymnosporia,2,303,0.6600660066006601
942,Opophytum,2,12,16.666666666666668
943,Erythraea,2,244,0.819672131147541
944,Tamonea,2,62,3.225806451612903
945,Tetracera,2,218,0.9174311926605505
946,Periloba,2,10,20.0
977,Arachnis,2,42,4.761904761904762
948,Heteropterys,2,448,0.44642857142857145
949,Cremolobus,2,19,10.526315789473685
950,Polylepis,2,114,1.7543859649122806
951,Eriolobus,2,10,20.0
952,Callilepis,2,13,15.384615384615385
953,Gamochaeta,2,89,2.247191011235955
954,Leontopodium,2,145,1.3793103448275863
923,Hippocrepis,2,190,1.0526315789473684
924,Hesperis,2,565,0.35398230088495575
925,Hariota,2,73,2.73972602739726
926,Haplanthus,2,16,12.5
947,Pleurandra,2,55,3.6363636363636362
978,Pterostylis,2,378,0.5291005291005291
979,Premna,2,427,0.468384074941452
980,Platanthera,2,654,0.3058103975535168
981,Lycopodioides,2,360,0.5555555555555556
982,Centaurium,2,331,0.6042296072507553
983,Carduncellus,2,88,2.272727272727273
984,Mimulus,2,500,0.4
985,Cerasus,2,753,0.2656042496679947
986,Stenochlaena,2,81,2.4691358024691357
955,Belloa,2,26,7.6923076923076925
968,Goniophlebium,2,207,0.966183574879227
957,Lathyrus,2,1222,0.16366612111292964
958,Derris,2,253,0.7905138339920948
959,Serrulatocereus,2,2,100.0
960,Carpodinus,2,67,2.985074626865672
961,Pseudognaphalium,2,137,1.4598540145985401
962,Amphidesmium,2,6,33.333333333333336
963,Sphaerocionium,2,124,1.6129032258064515
964,Anatherum,2,54,3.7037037037037037
965,Bryophyllum,2,64,3.125
966,Amauropelta,2,256,0.78125
967,Macroglena,2,20,10.0
956,Cylicodaphne,2,65,3.076923076923077
718,Vallisneria,2,55,3.6363636363636362
719,Linociera,2,233,0.8583690987124464
720,Ephedra,2,267,0.7490636704119851
721,Crinum,2,475,0.42105263157894735
722,Polianthes,2,56,3.5714285714285716
723,Aniba,2,99,2.0202020202020203
724,Artocarpus,2,225,0.8888888888888888
725,Anatherostipa,2,13,15.384615384615385
726,Muhlenbergia,2,436,0.45871559633027525
727,Phaius,2,197,1.015228426395939
758,Trifolium,2,1985,0.10075566750629723
729,Paullinia,2,391,0.5115089514066496
730,Dolichos,2,472,0.423728813559322
699,Gonostegia,2,25,8.0
700,Ecbolium,2,345,0.5797101449275363
701,Kengia,2,34,5.882352941176471
702,Sorghum,2,569,0.351493848857645
703,Dupatya,2,221,0.9049773755656109
704,Anathallis,2,217,0.9216589861751152
705,Mariscus,2,632,0.31645569620253167
706,Stauracanthus,2,27,7.407407407407407
728,Scilla,2,632,0.31645569620253167
759,Lamourouxia,2,64,3.125
760,Lewisia,2,68,2.9411764705882355
761,Loranthus,2,1546,0.129366106080207
762,Psorodendron,2,13,15.384615384615385
731,Pultenaea,2,318,0.6289308176100629
732,Dendrophthoe,2,134,1.492537313432836
733,Anadenanthera,2,9,22.22222222222222
734,Piptadenia,2,153,1.3071895424836601
735,Sadiria,2,14,14.285714285714286
736,Tradescantia,2,432,0.46296296296296297
717,Chytroma,2,52,3.8461538461538463
738,Parkia,2,85,2.3529411764705883
739,Bassia,2,272,0.7352941176470589
740,Barleria,2,617,0.3241491085899514
741,Humboltia,2,326,0.6134969325153374
742,Zeuxine,2,192,1.0416666666666667
743,Cannomois,2,23,8.695652173913043
744,Monochilus,2,24,8.333333333333334
745,Aubrieta,2,78,2.5641025641025643
746,Atocion,2,14,14.285714285714286
715,Thuranthos,2,20,10.0
716,Porrum,2,26,7.6923076923076925
737,Lespedeza,2,425,0.47058823529411764
1035,Serruria,2,154,1.2987012987012987
1026,Moraea,2,460,0.43478260869565216
1025,Crocus,2,888,0.22522522522522523
1024,Melanthera,2,109,1.834862385321101
1023,Lacinaria,2,128,1.5625
1022,Jasminonerium,2,25,8.0
1021,Gymnopteris,2,108,1.8518518518518519
1020,Rhagadiolus,2,39,5.128205128205129
675,Conohoria,2,16,12.5
676,Pollinia,2,148,1.3513513513513513
707,Belvala,2,23,8.695652173913043
678,Molinia,2,106,1.8867924528301887
679,Cymbopogon,2,213,0.9389671361502347
680,Lomandra,2,85,2.3529411764705883
681,Cnicus,2,377,0.5305039787798409
1019,Apargia,2,97,2.0618556701030926
1036,Cleistogenes,2,50,4.0
1037,Cephalostachyum,2,30,6.666666666666667
1038,Calamagrostis,2,1382,0.1447178002894356
1039,Sinobambusa,2,44,4.545454545454546
1040,Anemonoides,2,61,3.278688524590164
682,Onopordum,2,237,0.8438818565400844
677,Ponerorchis,2,83,2.4096385542168677
708,Pandanus,2,1416,0.14124293785310735
709,Petrophile,2,119,1.680672268907563
710,Microlaena,2,23,8.695652173913043
711,Schismatoglottis,2,293,0.6825938566552902
712,Tripsacum,2,55,3.6363636363636362
713,Redfieldia,2,7,28.571428571428573
714,Ktenosachne,2,2,100.0
683,Arctium,2,299,0.6688963210702341
684,Oliganthes,2,30,6.666666666666667
685,Doronicum,2,210,0.9523809523809523
698,Werauhia,2,109,1.834862385321101
687,Monarda,2,134,1.492537313432836
688,Ozothamnus,2,94,2.127659574468085
689,Tibouchina,2,481,0.4158004158004158
690,Miconia,2,2553,0.07833920877399138
691,Phalaroides,2,14,14.285714285714286
692,Myrcia,2,1446,0.13831258644536654
693,Anacamptis,2,212,0.9433962264150944
694,Anteriorchis,2,10,20.0
695,Trymalium,2,80,2.5
696,Evax,2,72,2.7777777777777777
697,Antennaria,2,452,0.4424778761061947
686,Gynura,2,177,1.1299435028248588
819,Cochemiea,2,56,3.5714285714285716
820,Myrsine,2,541,0.36968576709796674
821,Trochocephalus,2,53,3.7735849056603774
822,Leucopogon,2,379,0.5277044854881267
823,Shuteria,2,35,5.714285714285714
824,Quassia,2,63,3.1746031746031744
825,Casparya,2,37,5.405405405405405
826,Ferolia,2,40,5.0
795,Brasilicactus,2,10,20.0
796,Vanieria,2,13,15.384615384615385
808,Lycium,2,584,0.3424657534246575
798,Procris,2,125,1.6
799,Luehea,2,55,3.6363636363636362
800,Tigridia,2,97,2.0618556701030926
801,Cynorkis,2,321,0.6230529595015576
802,Nertera,2,32,6.25
803,Chiococca,2,108,1.8518518518518519
804,Arduina,2,19,10.526315789473685
805,Callicarpa,2,467,0.4282655246252677
806,Caladenia,2,511,0.3913894324853229
807,Phyllorkis,2,279,0.7168458781362007
797,Maclura,2,54,3.7037037037037037
827,Orthosiphon,2,221,0.9049773755656109
829,Tarenaya,2,39,5.128205128205129
830,Godetia,2,112,1.7857142857142858
831,Othonna,2,261,0.7662835249042146
832,Picridium,2,45,4.444444444444445
833,Neochilenia,2,78,2.5641025641025643
834,Dioscorea,2,1555,0.12861736334405144
835,Restrepia,2,142,1.408450704225352
836,Lithocardium,2,222,0.9009009009009009
837,Xyris,2,709,0.2820874471086037
818,Conioselinum,2,62,3.225806451612903
839,Sophora,2,303,0.6600660066006601
840,Calamus,2,1000,0.2
841,Cirrhopetalum,2,253,0.7905138339920948
842,Cyrtandra,2,1291,0.15491866769945778
811,Sericocomopsis,2,15,13.333333333333334
812,Platanus,2,101,1.9801980198019802
813,Petalonyx,2,12,16.666666666666668
814,Notodon,2,5,40.0
815,Matayba,2,86,2.3255813953488373
816,Cinnamomum,2,747,0.2677376171352075
817,Anubias,2,28,7.142857142857143
838,Beatonia,2,9,22.22222222222222
768,Mitreola,2,34,5.882352941176471
769,Sympa,2,2,100.0
770,Eschweilera,2,214,0.9345794392523364
771,Capsella,2,477,0.4192872117400419
772,Ouratea,2,587,0.34071550255536626
773,Drosera,2,538,0.37174721189591076
774,Dalechampia,2,311,0.6430868167202572
775,Diasperus,2,498,0.40160642570281124
776,Phyllanthus,2,2224,0.08992805755395683
777,Eremostachys,2,191,1.0471204188481675
767,Maytenus,2,481,0.4158004158004158
747,Homalobus,2,88,2.272727272727273
748,Aspalathus,2,697,0.28694404591104733
749,Isotrema,2,115,1.7391304347826086
750,Xanthosoma,2,269,0.7434944237918215
751,Borreria,2,488,0.4098360655737705
752,Eremurus,2,117,1.7094017094017093
753,Monnina,2,303,0.6600660066006601
754,Lomatium,2,225,0.8888888888888888
755,Zanthoxylum,2,745,0.2684563758389262
756,Cracca,2,318,0.6289308176100629
828,Retzia,2,7,28.571428571428573
778,Petrea,2,74,2.7027027027027026
757,Trianthema,2,91,2.197802197802198
810,Jussiaea,2,410,0.4878048780487805
779,Pleurostachys,2,88,2.272727272727273
780,Leptorkis,2,145,1.3793103448275863
781,Clinostigma,2,30,6.666666666666667
782,Biophytum,2,127,1.5748031496062993
783,Tetrapterys,2,267,0.7490636704119851
784,Talisia,2,95,2.1052631578947367
785,Chamaecytisus,2,162,1.2345679012345678
786,Mertensia,2,372,0.5376344086021505
787,Cissus,2,1113,0.17969451931716082
788,Jatropha,2,606,0.33003300330033003
789,Isochilus,2,40,5.0
790,Gongora,2,134,1.492537313432836
791,Octomeria,2,246,0.8130081300813008
792,Castelaria,2,11,18.181818181818183
793,Protea,2,698,0.28653295128939826
794,Rostellaria,2,20,10.0
763,Sansevieria,2,180,1.1111111111111112
764,Phragmites,2,168,1.1904761904761905
765,Convolvulus,2,1840,0.10869565217391304
809,Thomasia,2,65,3.076923076923077
766,Pimpinella,2,665,0.3007518796992481
1938,Adenocheton,1,2,50.0
1936,Epibaterium,1,6,16.666666666666668
1939,Androphylax,1,2,50.0
1940,Bricchettia,1,2,50.0
1941,Nephroia,1,18,5.555555555555555
1942,Quinio,1,2,50.0
1943,Cocculidium,1,2,50.0
1944,Leaeba,1,2,50.0
1945,Ferrandia,1,2,50.0
1946,Galloa,1,2,50.0
1915,Echinorebutia,1,1,100.0
1916,Cintia,1,2,50.0
1917,Scoparebutia,1,1,100.0
1918,Rebulobivia,1,3,33.333333333333336
1919,Camphora,1,50,2.0
1920,Parthenoxylon,1,4,25.0
1922,Chaerophyllum,1,263,0.38022813688212925
1937,Baumgartia,1,2,50.0
1976,Pseudopteryxia,1,5,20.0
1978,Cymopterus,1,129,0.7751937984496124
1947,Neurocarpum,1,30,3.3333333333333335
1948,Viorna,1,40,2.5
1949,Sclerostylis,1,22,4.545454545454546
1950,Limonia,1,82,1.2195121951219512
1951,Corchorus,1,228,0.43859649122807015
1952,Condalia,1,63,1.5873015873015872
1953,Ceanothus,1,355,0.28169014084507044
1954,Colona,1,46,2.1739130434782608
1955,Santalodes,1,46,2.1739130434782608
1921,Cicendia,1,17,5.882352941176471
1957,Taeniochlaena,1,6,16.666666666666668
1958,Roureopsis,1,19,5.2631578947368425
1959,Paxia,1,19,5.2631578947368425
1960,Byrsocarpus,1,36,2.7777777777777777
1961,Spiropetalum,1,13,7.6923076923076925
1962,Icica,1,62,1.6129032258064515
1931,Thea,1,143,0.6993006993006993
1932,Camelina,1,97,1.0309278350515463
1933,Myagrum,1,73,1.36986301369863
1934,Cistanthe,1,64,1.5625
1935,Columbia,1,42,2.380952380952381
1956,Santaloidella,1,2,50.0
1913,Cylindrorebutia,1,6,16.666666666666668
1914,Spegazzinia,1,4,25.0
1883,Trichosporum,1,114,0.8771929824561403
1884,Aegopodium,1,31,3.225806451612903
1885,Adenandra,1,103,0.970873786407767
1886,Chloroluma,1,5,20.0
1887,Bridgesia,1,10,10.0
1888,Echinolobivia,1,1,100.0
1889,Loureira,1,9,11.11111111111111
1977,Pseudocymopterus,1,23,4.3478260869565215
1891,Sinabraca,1,3,33.333333333333336
1892,Melanosinapis,1,5,20.0
1893,Mutarda,1,2,50.0
1894,Boerhavia,1,294,0.3401360544217687
1895,Farsetia,1,95,1.0526315789473684
1896,Columnea,1,434,0.2304147465437788
1897,Beilschmiedia,1,382,0.2617801047120419
1898,Aztekium,1,6,16.666666666666668
1867,Rhynchotechum,1,30,3.3333333333333335
1869,Fallopia,1,45,2.2222222222222223
1890,Rapa,1,4,25.0
1923,Cestrum,1,639,0.1564945226917058
1924,Cephalaria,1,235,0.425531914893617
1925,Arkezostis,1,64,1.5625
1926,Acanthonychia,1,5,20.0
1927,Fregirardia,1,15,6.666666666666667
1928,Bassovia,1,69,1.4492753623188406
1929,Capparis,1,866,0.11547344110854503
1930,Camphorata,1,12,8.333333333333334
1899,Bolax,1,28,3.5714285714285716
1900,Obione,1,314,0.3184713375796178
1912,Setirebutia,1,3,33.333333333333336
1902,Trineuria,1,13,7.6923076923076925
1903,Calophyllum,1,390,0.2564102564102564
1904,Anneslia,1,132,0.7575757575757576
1905,Lundia,1,47,2.127659574468085
1906,Lanzana,1,2,50.0
1907,Spondias,1,102,0.9803921568627451
1908,Rhysopterus,1,4,25.0
1909,Phellopterus,1,14,7.142857142857143
1910,Gymnorebutia,1,10,10.0
1911,Gymnantha,1,2,50.0
1901,Phaca,1,342,0.29239766081871343
2041,Muenchhusia,1,1,100.0
2042,Munchusia,1,2,50.0
2011,Onobrychis,1,767,0.1303780964797914
2012,Nymphozanthus,1,24,4.166666666666667
2013,Neptunia,1,47,2.127659574468085
2014,Dolia,1,29,3.4482758620689653
2015,Metasasa,1,3,33.333333333333336
2016,Tetraclis,1,4,25.0
2017,Ferreola,1,5,20.0
1868,Rhynchoglossum,1,29,3.4482758620689653
2019,Ligustrum,1,370,0.2702702702702703
2020,Chionanthus,1,273,0.3663003663003663
2021,Thlaspi,1,479,0.20876826722338204
2022,Aphanandrium,1,2,50.0
2023,Eriochiton,1,2,50.0
2024,Gaultheria,1,609,0.16420361247947454
2025,Hiraea,1,265,0.37735849056603776
2026,Guaiacum,1,26,3.8461538461538463
1995,Enkianthus,1,78,1.2820512820512822
1996,Endlicheria,1,86,1.1627906976744187
2018,Callitris,1,83,1.2048192771084338
2050,Richella,1,25,4.0
2052,Crepinia,1,69,1.4492753623188406
2053,Eriobotrya,1,82,1.2195121951219512
2054,Stranvaesia,1,34,2.9411764705882355
2055,Heteromeles,1,7,14.285714285714286
2056,Oncostylus,1,10,10.0
2057,Aronia,1,88,1.1363636363636365
2058,Hisingera,1,27,3.7037037037037037
2027,Hebradendron,1,7,14.285714285714286
2028,Ferula,1,466,0.2145922746781116
2040,Hippuris,1,29,3.4482758620689653
2030,Pleuropterus,1,8,12.5
2031,Tournefortia,1,345,0.2898550724637681
2032,Cnidone,1,2,50.0
2033,Aylostera,1,129,0.7751937984496124
2034,Nectandra,1,411,0.24330900243309003
2035,Connarus,1,307,0.3257328990228013
2036,Henckelia,1,244,0.4098360655737705
2037,Sanguisorba,1,349,0.28653295128939826
2038,Xanthium,1,175,0.5714285714285714
2039,Anil,1,305,0.32786885245901637
2029,Glandulicactus,1,7,14.285714285714286
1988,Velleruca,1,4,25.0
1989,Bombax,1,212,0.4716981132075472
1990,Rimacactus,1,2,50.0
1991,Eremogone,1,161,0.6211180124223602
1992,Eranthis,1,31,3.225806451612903
1993,Epithelantha,1,38,2.6315789473684212
1994,Cephalomamillaria,1,4,25.0
1963,Sophia,1,64,1.5625
1964,Miliusa,1,94,1.0638297872340425
1997,Moenchia,1,34,2.9411764705882355
1966,Olax,1,116,0.8620689655172413
1967,Dillenia,1,147,0.6802721088435374
1968,Peristrophe,1,100,1.0
1969,Dichapetalum,1,428,0.2336448598130841
1970,Desmanthus,1,99,1.0101010101010102
1971,Arceuthobium,1,121,0.8264462809917356
1972,Staphisagria,1,9,11.11111111111111
1973,Staphysagria,1,1,100.0
1974,Callopisma,1,6,16.666666666666668
1975,Sarothamnus,1,88,1.1363636363636365
1965,Kalawael,1,1,100.0
1998,Huanaca,1,13,7.6923076923076925
1999,Gardneria,1,17,5.882352941176471
2000,Oxygonum,1,86,1.1627906976744187
2001,Zehntnerella,1,5,20.0
2002,Belmontia,1,31,3.225806451612903
2003,Sycopsis,1,16,6.25
2004,Eulychnia,1,30,3.3333333333333335
2005,Turraea,1,170,0.5882352941176471
2006,Campylochnella,1,7,14.285714285714286
2007,Philomeda,1,2,50.0
1987,Raphanus,1,212,0.4716981132075472
2009,Platyopuntia,1,46,2.1739130434782608
2010,Jacobinia,1,93,1.075268817204301
1979,Cyclocarya,1,3,33.333333333333336
1980,Krynitzkia,1,104,0.9615384615384616
1981,Oreocarya,1,128,0.78125
1982,Cratylia,1,19,5.2631578947368425
1983,Nicotiana,1,410,0.24390243902439024
1984,Philippicereus,1,6,16.666666666666668
1985,Acmadenia,1,57,1.7543859649122806
1986,Erythrina,1,347,0.2881844380403458
2008,Phelipanche,1,101,0.9900990099009901
1785,Montbretia,1,44,2.272727272727273
1786,Romulea,1,418,0.23923444976076555
1755,Virchowia,1,2,50.0
1756,Luvunga,1,21,4.761904761904762
1757,Gnidia,1,340,0.29411764705882354
1758,Lasiodiscus,1,24,4.166666666666667
1759,Euparea,1,11,9.090909090909092
1760,Oreobroma,1,26,3.8461538461538463
1761,Aizopsis,1,23,4.3478260869565215
2051,Aconogonon,1,99,1.0101010101010102
1763,Cathartocarpus,1,25,4.0
1764,Sempervivella,1,6,16.666666666666668
1765,Utahia,1,3,33.333333333333336
1766,Ixoca,1,24,4.166666666666667
1767,Heliosperma,1,40,2.5
1768,Otites,1,50,2.0
1769,Malachia,1,3,33.333333333333336
1770,Sarcocornia,1,40,2.5
1739,Pachira,1,98,1.0204081632653061
1740,Camelinopsis,1,4,25.0
1762,Lysiosepalum,1,7,14.285714285714286
1796,Mascagnia,1,206,0.4854368932038835
1797,Lasianthemum,1,3,33.333333333333336
1798,Ectozoma,1,3,33.333333333333336
1799,Melhania,1,128,0.78125
1800,Clementsia,1,3,33.333333333333336
1801,Buda,1,15,6.666666666666667
1802,Drymaria,1,176,0.5681818181818182
1771,Athamanta,1,130,0.7692307692307693
1772,Stenandriopsis,1,21,4.761904761904762
1784,Sisyrinchium,1,603,0.16583747927031509
1774,Senna,1,564,0.1773049645390071
1775,Streptanthella,1,3,33.333333333333336
1776,Smyrnium,1,45,2.2222222222222223
1777,Myristica,1,620,0.16129032258064516
1778,Rapanea,1,393,0.2544529262086514
1779,Morella,1,55,1.8181818181818181
1780,Cerothamnus,1,6,16.666666666666668
1781,Bovea,1,2,50.0
1782,Lindenbergia,1,37,2.7027027027027026
1783,Swartzia,1,367,0.2724795640326976
1773,Goldfussia,1,75,1.3333333333333333
1732,Uvaria,1,547,0.18281535648994515
1733,Terminalia,1,652,0.15337423312883436
1734,Fourraea,1,2,50.0
1735,Eriosema,1,386,0.25906735751295334
1736,Oerstedina,1,4,25.0
1737,Pseuderanthemum,1,222,0.45045045045045046
1738,Kimnachia,1,4,25.0
1707,Cuspa,1,1,100.0
1708,Cacao,1,7,14.285714285714286
1741,Amyris,1,151,0.6622516556291391
1710,Malva,1,667,0.14992503748125938
1711,Tetragonolobus,1,40,2.5
1712,Echiostachys,1,4,25.0
1713,Lepidagathis,1,259,0.3861003861003861
1714,Tragium,1,27,3.7037037037037037
1715,Helosciadium,1,63,1.5873015873015872
1716,Cercinia,1,7,14.285714285714286
1717,Cercanthemum,1,13,7.6923076923076925
1718,Hannoa,1,9,11.11111111111111
1719,Xanthoxalis,1,84,1.1904761904761905
1709,Montiopsis,1,22,4.545454545454546
1742,Polyosma,1,118,0.847457627118644
1743,Kohlrauschia,1,13,7.6923076923076925
1744,Pseudobarleria,1,29,3.4482758620689653
1745,Waria,1,2,50.0
1746,Priestleya,1,53,1.8867924528301887
1747,Stenodraba,1,23,4.3478260869565215
1748,Mellissia,1,2,50.0
1749,Ulmarronia,1,9,11.11111111111111
1750,Callicysthus,1,2,50.0
1751,Dennettia,1,2,50.0
1731,Tetragonia,1,109,0.9174311926605505
1753,Mollinedia,1,167,0.5988023952095808
1754,Ilysanthes,1,94,1.0638297872340425
1723,Schweinitzia,1,4,25.0
1724,Mimosopsis,1,27,3.7037037037037037
1725,Turukhania,1,4,25.0
1726,Trigonella,1,486,0.205761316872428
1727,Melilotoides,1,38,2.6315789473684212
1728,Melissitus,1,60,1.6666666666666667
1729,Leucadendron,1,295,0.3389830508474576
1730,Anisostigma,1,2,50.0
1752,Tessmannia,1,22,4.545454545454546
1860,Meyenia,1,13,7.6923076923076925
1861,Trochocarpa,1,29,3.4482758620689653
1862,Diplotaxis,1,313,0.3194888178913738
1863,Toumeya,1,17,5.882352941176471
1864,Lodia,1,2,50.0
1865,Tuberaria,1,114,0.8771929824561403
1866,Chelone,1,86,1.1627906976744187
1835,Hosta,1,270,0.37037037037037035
1836,Urtica,1,797,0.12547051442910917
1795,Triumfetta,1,439,0.22779043280182232
1838,Margotia,1,3,33.333333333333336
1839,Gonopyrum,1,4,25.0
1840,Drimys,1,141,0.7092198581560284
1841,Roupala,1,202,0.49504950495049505
1842,Cyminosma,1,7,14.285714285714286
1843,Acharagma,1,6,16.666666666666668
1844,Dodecatheon,1,201,0.4975124378109453
1845,Halimolobos,1,46,2.1739130434782608
1846,Stigmaphyllon,1,247,0.4048582995951417
1847,Asterocephalus,1,116,0.8620689655172413
1837,Tetrastemma,1,6,16.666666666666668
1870,Rotala,1,147,0.6802721088435374
1871,Stephanocereus,1,3,33.333333333333336
1872,Pierrebraunia,1,4,25.0
1873,Parryodes,1,2,50.0
1874,Lemphoria,1,2,50.0
1875,Enantia,1,14,7.142857142857143
1876,Nothocissus,1,7,14.285714285714286
1877,Alyogyne,1,9,11.11111111111111
1878,Cobananthus,1,2,50.0
1879,Aldina,1,28,3.5714285714285716
1859,Distichoselinum,1,2,50.0
1881,Milnea,1,20,5.0
1882,Aureolaria,1,62,1.6129032258064515
1851,Saul,1,3,33.333333333333336
1852,Pentacme,1,12,8.333333333333334
1853,Saraca,1,35,2.857142857142857
1854,Scaevola,1,285,0.3508771929824561
