,taxon_name_w_authors,accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_direct_accepted_name_w_author
207017,Aphanandrium Lindau,Neriacanthus Benth. & Hook.f.,Neriacanthus Benth. & Hook.f.,Neriacanthus Benth. & Hook.f.,Aphanandrium Lindau
207293,Thlaspi alpestre var. tunense C.G.Westerl.,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Noccaea caerulescens subsp. caerulescens
208038,Nymphaea candida f. biradiata (Sommerauer) Lindstr.,Nymphaea alba L.,Nymphaea alba L.,Nymphaea alba L.,Nymphaea alba subsp. alba
208040,Nymphaea alba var. biradiata (Sommerauer) Hartm.,Nymphaea alba L.,Nymphaea alba L.,Nymphaea alba L.,Nymphaea alba subsp. alba
208042,Nymphaea alba subsp. biradiata (Sommerauer) Hartm.,Nymphaea alba L.,Nymphaea alba L.,Nymphaea alba L.,Nymphaea alba subsp. alba
208057,Nuphar lapponica Laest.,Nuphar pumila (Timm) DC.,Nuphar pumila (Timm) DC.,Nuphar pumila (Timm) DC.,Nuphar pumila subsp. pumila
208082,Nepenthes maxima var. lowii (Hook.f.) Becc.,Nepenthes lowii Hook.f.,Nepenthes lowii Hook.f.,Nepenthes lowii Hook.f.,Nepenthes stenophylla Mast.
208353,Nepenthes alba Ridl.,Nepenthes gracillima Ridl.,Nepenthes gracillima Ridl.,Nepenthes gracillima Ridl.,Nepenthes alba Ridl.
208487,Nuphar advena subsp. ozarkana (G.S.Mill. & Standl.) Padgett,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar ozarkana (G.S.Mill. & Standl.) Standl.
208493,Nymphaea ozarkana G.S.Mill. & Standl.,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar ozarkana (G.S.Mill. & Standl.) Standl.
208499,Nuphar ozarkana (G.S.Mill. & Standl.) Standl.,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar ozarkana (G.S.Mill. & Standl.) Standl.
208510,Nymphozanthus ozarkanus (G.S.Mill. & Standl.) E.J.Palmer & Steyerm.,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar ozarkana (G.S.Mill. & Standl.) Standl.
208516,Nuphar lutea subsp. ozarkana (G.S.Mill. & Standl.) Beal,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar advena (Aiton) W.T.Aiton,Nuphar ozarkana (G.S.Mill. & Standl.) Standl.
208580,Nepenthes talangensis Nerz & Wistuba,Nepenthes bongso Korth.,Nepenthes bongso Korth.,Nepenthes bongso Korth.,Nepenthes talangensis Nerz & Wistuba
208942,Ocotea minarum var. canescens (Meisn.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum (Nees & Mart.) Mez,Nectandra psammophila Nees & Mart.
208953,Ocotea persulcata C.K.Allen,Ocotea leucoxylon (Sw.) Laness.,Ocotea leucoxylon (Sw.) Laness.,Ocotea leucoxylon (Sw.) Laness.,Ocotea persulcata C.K.Allen
209952,Oenanthe globulosa var. elata Pérez Lara,Oenanthe globulosa L.,Oenanthe globulosa L.,Oenanthe globulosa L.,Oenanthe globulosa subsp. globulosa
209953,Oenanthe globulosa var. kunzei (Willk.) Lange,Oenanthe globulosa L.,Oenanthe globulosa L.,Oenanthe globulosa L.,Oenanthe globulosa subsp. kunzei (Willk.) Nyman
210455,Opuntia megacantha Salm-Dyck,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia megacantha Salm-Dyck
210472,Opuntia robusta var. megacantha (Salm-Dyck) Schelle,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia megacantha Salm-Dyck
210473,Opuntia megacantha var. tenuispina Salm-Dyck,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica (L.) Mill.,Opuntia megacantha Salm-Dyck
210647,Opuntia roborensis Cárdenas,Opuntia retrorsa Speg.,Opuntia retrorsa Speg.,Opuntia retrorsa Speg.,Opuntia stenarthra K.Schum.
211330,Oxalis macra Small,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis oregana Nutt.,Oxalis smalliana R.Knuth
212004,Phelipanche schwingenschussii (Gilli) Holub,Orobanche schultzii Mutel,Orobanche schultzii Mutel,Orobanche schultzii Mutel,Orobanche schwingenschussii Gilli
212014,Orobanche schwingenschussii Gilli,Orobanche schultzii Mutel,Orobanche schultzii Mutel,Orobanche schultzii Mutel,Orobanche schwingenschussii Gilli
212380,Orobanche colorata K.Koch,Orobanche anatolica Boiss. & Reut.,Orobanche anatolica Boiss. & Reut.,Orobanche anatolica Boiss. & Reut.,Orobanche colorata K.Koch
212477,Odontites luteus subsp. gordianii (Sennen & Malag.) Ch.Duffour,Odontites luteus (L.) Clairv.,Odontites luteus (L.) Clairv.,Odontites luteus (L.) Clairv.,Odontites luteus subsp. luteus
212478,Odontites luteus subsp. linifolius (L.) Rothm.,Odontites luteus (L.) Clairv.,Odontites luteus (L.) Clairv.,Odontites luteus (L.) Clairv.,Odontites luteus subsp. luteus
212560,Orobanche raddeana Beck,Orobanche alba subsp. xanthostigma Rätzel & Uhlich,Orobanche alba subsp. xanthostigma Rätzel & Uhlich,Orobanche alba subsp. alba,Orobanche raddeana Beck
213081,Oxytropis leucantha var. leuchippiana B.Boivin,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis var. hudsonica (Greene) S.L.Welsh
213301,Oxytropis microphylla f. albiflora P.Yan & M.M.Gao,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla subsp. microphylla
213302,Spiesia polyadenia Freyn,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla subsp. microphylla
213303,Oxytropis grenardii Franch.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla subsp. microphylla
213304,Oxytropis tibetica Bunge,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla subsp. microphylla
213306,Astragalus diphyllus Lam.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla (Pall.) DC.,Oxytropis microphylla subsp. microphylla
214729,Peucedanum hirsutiusculum (Ma) V.M.Vinogr.,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii var. harry-smithii
214730,Peucedanum praeruptorum subsp. hirsutiusculum Ma,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii var. harry-smithii
215485,Melodorum cylindricum Maingay ex Hook.f. & Thomson,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe cylindrica (Maingay ex Hook.f. & Thomson) Bangk. & Chaowasku
216555,Pyrola rotundifolia f. rubella C.G.Westerl.,Pyrola rotundifolia L.,Pyrola rotundifolia L.,Pyrola rotundifolia L.,Pyrola rotundifolia subsp. rotundifolia
217454,Sophia carolina L.,Pachira nitida Kunth,Pachira nitida Kunth,Pachira nitida Kunth,Pachira aquatica Aubl.
218170,Icica insignis Triana & Planch.,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium insigne (Triana & Planch.) Engl.
218295,Parodia echinopsoides F.H.Brandt,Parodia procera F.Ritter,Parodia procera F.Ritter,Parodia procera F.Ritter,Parodia columnaris Cárdenas
220227,Ruellia muelleri var. grandiflora (Leonard) Tharp & F.A.Barkley,Ruellia muelleri Tharp & F.A.Barkley,Ruellia muelleri Tharp & F.A.Barkley,Ruellia muelleri Tharp & F.A.Barkley,Ruellia ciliatiflora Hook.
220371,Ziziphora siliquosa Lour.,Rostellularia diffusa (Willd.) Nees,Rostellularia diffusa (Willd.) Nees,Rostellularia diffusa (Willd.) Nees,Rostellularia diffusa var. diffusa
220424,Phellopterus jonesii (J.M.Coult. & Rose) Rydb.,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Cymopterus coulteri (M.E.Jones) Mathias
220428,Rhysopterus jonesii J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Cymopterus coulteri (M.E.Jones) Mathias
220893,Rumex acetosella var. pyrenaicus (Pourr. ex Lapeyr.) Heynh.,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd
220894,Rumex acetosella var. montana H.Post,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella subsp. acetosella
220895,Rumex acetosella var. viridis H.Post,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella L.,Rumex acetosella subsp. acetosella
221171,Rumex scutatus subsp. pyrenaicus Bonnier & Layens,Rumex scutatus L.,Rumex scutatus L.,Rumex scutatus L.,Rumex scutatus subsp. scutatus
221764,Ribes occidentale Hook. & Arn.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221778,Ribes menziesianum Schult.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221779,Ribes menziesii var. retineatum Jeps.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221780,Grossularia menziesii var. subvestita A.Berger,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221781,Ribes ferox Sm.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221782,Ribes menziesii var. subvestitum (Hook. & Arn.) Jancz.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221783,Ribes hystrix Eastw.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221784,Grossularia leptosma Coville,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221785,Ribes leptosmum (Coville) Standl.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221786,Ribes occidentale var. albidum Jancz.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221787,Ribes subvestitum Hook. & Arn.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221788,Grossularia hystrix (Eastw.) Coville & Britton,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221789,Grossularia senilis Coville,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221790,Ribes menziesii var. leptosmum (Coville) Jeps.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221791,Ribes menziesii var. ixoderme Quick,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. ixoderme Quick
221792,Ribes menziesii var. hystrix (Eastw.) Jeps.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221793,Ribes menziesii var. hystriculum Jeps.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
221794,Ribes menziesii var. faustum Jeps.,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii Pursh,Ribes menziesii var. menziesii
222409,Tuberaria guttata subsp. bupleurifolia (Lam.) Mendonça & Vasc.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.
222456,Tuberaria guttata var. bupleurifolia (Lam.) Batt.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.
223016,Trichosanthes multiloba var. majuscula C.B.Clarke,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
223018,Trichosanthes tridentata C.Y.Cheng & C.H.Yueh,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
223019,Trichosanthes majuscula (C.B.Clarke) Kundu,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
223020,Trichosanthes prazeri Kundu,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
223021,Trichosanthes wallichiana var. majuscula (C.B.Clarke) Cogn.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
224115,Meyenia Nees,Thunbergia Retz.,Thunbergia Retz.,Thunbergia Retz.,Meyenia Nees
224795,Trifolium fragiferum subsp. glabrum Zubía,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum var. fragiferum
224796,Trifolium fragiferum subsp. villosum Zubía,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum var. fragiferum
225072,Trifolium ochroleucon proles roseum (C.Presl) Rouy,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon subsp. roseum (C.Presl) Lassen
225073,Trifolium ochroleucon f. roseum (C.Presl) Merino,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon subsp. roseum (C.Presl) Lassen
225566,Convolvulus trinervius Thunb.,Tripterospermum trinerve Blume,Tripterospermum trinerve Blume,Tripterospermum trinerve Blume,Tripterospermum trinervium (Thunb.) H.Ohashi & H.Nakai
226607,Urtica parviflora Roxb.,Urtica ardens Link,Urtica ardens Link,Urtica ardens Link,Urtica parviflora Roxb.
226615,Urtica dioica var. ramosa Neuman,Urtica dioica L.,Urtica dioica L.,Urtica dioica L.,Urtica dioica subsp. dioica
226624,Ulmus foliacea var. pilosula Johanss.,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor subsp. minor
226755,Ulmus campestris var. sarniensis Loudon,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor
227099,Vicia cracca var. grandiflora Lange ex Willk.,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia subsp. tenuifolia
227100,Vicia cracca var. leptophylla Fr.,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia subsp. tenuifolia
227155,Capsicum stenophyllum C.V.Morton & Standl.,Witheringia solanacea L'Hér.,Witheringia solanacea L'Hér.,Witheringia solanacea L'Hér.,Witheringia meiantha (Donn.Sm.) Hunz.
227185,Viola × holmiana House,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × holmiana House
227187,Viola × marylandica House,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × marylandica House
227588,Vicia atropurpurea var. punicea Willk.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis subsp. benghalensis
227589,Vicia atropurpurea var. sericea Willk.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis subsp. benghalensis
227591,Vicia atropurpurea var. tenella Willk.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis subsp. benghalensis
227658,Vicia peregrina subvar. albiflora Cadevall,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina subsp. peregrina
227660,Vicia peregrina var. pallidiflora Lange ex Willk.,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina subsp. peregrina
227865,Bonarota Adans.,Veronica L.,Veronica L.,Veronica L.,Paederota L.
227868,Verbascum sinuatum var. arnaizii Sennen,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum var. sinuatum
227869,Verbascum sinuatum var. pallidiflorum Pau,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum var. sinuatum
227870,Verbascum sinuatum var. subulatum Rouy,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum var. sinuatum
227875,Verbascum valentinum Burnat & Barbey,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum thapsus subsp. thapsus
227902,Verbascum blattarioides var. lusitanicum Schrad.,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum subsp. virgatum
227903,Verbascum virgatum var. lanceolatum Mariz,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum subsp. virgatum
227904,Verbascum virgatum subsp. lusitanicum (Schrad.) Rivas Goday,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum subsp. virgatum
227952,Verbascum macranthum Hoffmanns. & Link,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum simplex Hoffmanns. & Link
228248,Veronica beccabunga var. pallida Lindstr.,Veronica beccabunga L.,Veronica beccabunga L.,Veronica beccabunga L.,Veronica beccabunga subsp. beccabunga
228387,Glycosmis africana Hook.f. ex Benth.,"Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal",Vepris africana (Hook.f. ex Benth.) O.Lachenaud & Onana
228459,Teclea hanangensis var. unifoliolata Kokwaro,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis var. unifoliolata (Kokwaro) Cheek
228513,Verbascum lychnitis subvar. albiflorum Rouy,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
228517,Verbascum lychnitis subvar. aureiflorum Rouy,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
228518,Verbascum lychnitis var. foliosum Vayr.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
228519,Verbascum lychnitis var. longebracteatum Rouy,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
228520,Verbascum lychnitis var. luteum Hartm.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
228546,Celsia cavanillesii Kunze,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum erosum Cav.
228563,Celsia cretica var. cavanillesii (Kunze) Ball,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum erosum Cav.
228803,Varronia martinicensis Aubl.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia spinescens (L.) Borhidi
228804,Cordia aubletii DC.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia spinescens (L.) Borhidi
229017,Vitex caribaea Benth.,Vitis californica Benth.,Vitis californica Benth.,Vitis californica Benth.,Vitis tiliifolia Humb. & Bonpl. ex Schult.
229060,Vitis pentagona var. honanensis Rehder,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229062,Vitis ficifolia var. pentagona Pamp.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229063,Vitis jacquemontii R.Parker,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229064,Vitis thunbergii var. yunnanensis Planch. ex Franch.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229065,Vitis lanata Roxb.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229066,Vitis kelungensis Momiy.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229067,Leea odontophylla Wall.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229068,Vitis quinquangularis Rehder,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229069,Vitis pentagona Diels & Gilg,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
229070,Ampelocissus jacquemontii (R.Parker) Raizada,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
