,taxon_name_w_authors,accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_direct_accepted_name_w_author
788038,Citrus × iwaikan Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788039,Citrus decumana var. racemosa M.Roem.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788040,Citrus × changshan-huyou Y.B.Chang,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788041,Citrus × communis Poit. & Turpin,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788042,Citrus × daidai Siebold ex Hayata,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788043,Citrus × florida Salisb.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788044,Citrus × funadoko Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788045,Citrus × fusca Lour.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788046,Citrus × dulcimedulla Pritz.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788047,Citrus × dulcis Pers.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788048,Citrus × iyo Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788049,Citrus × karna Raf.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788050,Citrus × kotokan Hayata,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788051,Citrus × humilis (Mill.) Poir.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788052,Citrus × intermedia Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788053,Citrus grandis var. dulcis Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788054,Citrus × leiocarpa var. tumida Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788055,Citrus × maderaspatana Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788056,Citrus maxima var. uvacarpa Merr.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788057,Citrus × aurantium var. limetta Guillaumin,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788058,Citrus × aurantium subf. jiyu (Hayata) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788059,Citrus × aurantium subf. medioglobosa (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788060,Citrus × aurantium f. intermedia (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788061,Citrus × aurantium var. myrtifolia (Risso) Ker Gawl.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788062,Citrus × aurantium var. duplex Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788063,Citrus × aurantium var. reshni Engl.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788064,Citrus × aurantium var. sanguinea Engl.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788065,Citrus × aurantium var. sinensis L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788066,Citrus × aurantium subsp. sinensis (L.) Engl.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788067,Citrus × aurantium subf. sinensis (L.) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788068,Citrus × aurantium subf. soyu (Hayata) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788069,Citrus × aurantium subf. omikanto (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788070,Citrus × aurantium subsp. suntra Engl.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788071,Citrus × calot Lag.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788072,Citrus × canaliculata Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788073,Citrus × benikoji Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788074,Citrus × bigaradia var. cyathifera Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788075,Citrus × aurantium subf. tengu (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788076,Citrus × aurantium subf. truncata (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788077,Citrus × aurantium var. natsudaidai Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788079,Citrus × aurantium subf. ampullacea (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788080,Citrus × aurantium subf. anonyma (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788081,Citrus × aurantium subf. asahikan (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788082,Citrus × aurantium subf. benikawa (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788083,Citrus × aurantium subf. dulcis (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788084,Citrus × aurantium subf. glaberrima (Yu.Tanaka) M.Hiroe,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788085,Citrus × asahikan Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788086,Citrus × ampullacea Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788087,Citrus × anonyma Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788088,Citrus × amara Link,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788089,Citrus × aurantium var. balearica Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788090,Citrus × aurantium var. nicaensis Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788091,Citrus × aurantium var. genuensis Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788092,Citrus × aurantium var. gibbosa Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788093,Citrus × aurantium var. microcarpon Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788094,Citrus × aurantium var. hierochuntica Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788095,Citrus × aurantium var. fructo-depressa Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788096,Citrus × aurantium var. ilicifolia Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788097,Citrus × aurantium var. fructo-aurata Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788098,Citrus × aurantium var. fructo-variegata Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788099,Citrus × aurantium var. fructo-variabili Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788100,Citrus × aurantium var. limetiformis Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788101,Citrus × aurantium var. limoniformis Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788102,Citrus × aurantium var. vulgaris Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788103,Citrus × vulgaris var. corniculata Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788104,Citrus × vulgaris var. folio-crispa Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788105,Citrus × vulgaris var. multiflora Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788106,Citrus × vulgaris var. florifera Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788107,Citrus × vulgaris var. hispanica Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788108,Citrus × vulgaris var. rugosa Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788109,Citrus × vulgaris var. pulpa-duci Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788110,Citrus × vulgaris var. glaberrima Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788111,Citrus × vulgaris var. chinensis Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788113,Citrus × vulgaris var. myrtifolia Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788114,Citrus × vulgaris var. fuctu-maxima Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788115,Citrus × aurantium var. angustifolia Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788116,Citrus × aurantium var. asperma Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788117,Citrus × aurantium var. carnosa Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788118,Citrus × aurantium var. colla Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788119,Citrus × aurantium var. conifera Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788120,Citrus × aurantium var. corniculata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788121,Citrus × aurantium var. crispa Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788122,Citrus × aurantium var. depressa Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788123,Citrus × aurantium var. elliptica Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788124,Citrus × aurantium var. fetifera Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788125,Citrus × aurantium var. fructo-costata Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788126,Citrus × aurantium var. fructo-minutissima Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788127,Citrus × aurantium var. grassensis Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788128,Citrus × aurantium var. imbiga Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788129,Citrus × aurantium var. latifolia Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788130,Citrus × aurantium var. longifolia Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788131,Citrus × aurantium var. lunata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788132,Citrus × aurantium var. lusitanica Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788133,Citrus × aurantium var. mammifera Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788134,Citrus × aurantium var. melitensis Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788135,Citrus × aurantium var. mandarina Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788136,Citrus × aurantium var. minutissima Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788137,Citrus × aurantium var. multiflora Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788138,Citrus × aurantium var. mutabilis Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788139,Citrus × aurantium var. oblonga Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788140,Citrus × aurantium var. oryza Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788141,Citrus × aurantium var. praecox Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788142,Citrus × aurantium var. pyramidalis Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788143,Citrus × aurantium var. pyriformis Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788144,Citrus × aurantium var. ruginosa Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788145,Citrus × aurantium var. rugosa Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788146,Citrus × aurantium var. sigillata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788147,Citrus × aurantium var. tarda Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788149,Citrus × aurantium var. torulosa Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788150,Citrus × aurantium var. umbilicata Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788151,Citrus × bigaradia var. asperma Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788152,Citrus × bigaradia var. bifera Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788153,Citrus × bigaradia var. bigamia Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788154,Citrus × bigaradia var. bizarria Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788155,Citrus × bigaradia var. caliculata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788156,Citrus × bigaradia var. canaliculata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788157,Citrus × bigaradia var. coronata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788158,Citrus × bigaradia var. corniculata (Risso) Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788159,Citrus × bigaradia var. cortice-aeduli Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788160,Citrus × bigaradia var. crispifolia Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788161,Citrus × bigaradia var. dulcis Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788162,Citrus × bigaradia var. duplex Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788163,Citrus × bigaradia var. fasciata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788164,Citrus × bigaradia var. fetifera Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788165,Citrus × bigaradia var. florentina Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788166,Citrus × bigaradia var. florifera Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788167,Citrus × bigaradia var. gallesiana Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788168,Citrus × bigaradia var. glaberrima (Risso) Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788169,Citrus × bigaradia var. hispanica (Risso) Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788170,Citrus × bigaradia var. itan Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788171,Citrus × bigaradia var. longifolia Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788172,Citrus × bigaradia var. macrocarpa Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788173,Citrus × bigaradia var. mammillata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788174,Citrus × bigaradia var. multiflora Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788175,Citrus × bigaradia var. myrtifolia (Risso) Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788176,Citrus × bigaradia var. neapolitana Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788177,Citrus × bigaradia var. racemosus Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788178,Citrus × bigaradia var. salicifolia Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788179,Citrus × bigaradia var. sinensis (L.) Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788180,Citrus × bigaradia var. spatafora Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788181,Citrus × bigaradia var. sulcata Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788182,Citrus × bigaradia var. sylvestris Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788183,Citrus × bigaradia var. variegata Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788184,Citrus × bigaradia var. violacea Risso & Poit.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788185,Citrus × sinensis var. aurantia Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788186,Citrus × sinensis var. longifolia Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788187,Citrus × sinensis var. myrtifolia (Risso) Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788188,Citrus × sinensis var. plumosa Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788189,Citrus × sinensis var. variegata Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788190,Citrus × sinensis var. vulgaris Risso,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788191,Citrus × nobilis var. kikaijimense Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788192,Citrus × pseudograndis Shirai,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788193,Citrus × taragayo Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788195,Citrus × leiocarpa Yu.Tanaka,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium L.,Citrus × aurantium f. aurantium
788269,Citrus × nobilis subf. kinokuni (Yu.Tanaka) M.Hiroe,Citrus japonica Thunb.,Citrus japonica Thunb.,Citrus japonica Thunb.,Citrus × aurantium f. deliciosa (Ten.) M.Hiroe
789054,Bricchettia Pax,Cocculus DC.,Cocculus DC.,Cocculus DC.,Cebatha Forssk.
789079,Cocculidium Spach,Cocculus DC.,Cocculus DC.,Cocculus DC.,Nephroia Lour.
789104,Galloa Hassk.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Pachygone Miers
789285,Viorna subreticulata Harb. ex Small,Clematis reticulata Walter,Clematis reticulata Walter,Clematis reticulata Walter,Clematis subreticulata (Harb. ex Small) Harb. ex T.Murphy & D.Estes
790145,Androphylax J.C.Wendl.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Nephroia Lour.
790149,Epibaterium J.R.Forst. & G.Forst.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Cebatha Forssk.
790150,Quinio Schltdl.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Diploclisia Miers
790151,Nephroia Lour.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Nephroia Lour.
790152,Ferrandia Gaudich.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Nephroia Lour.
790153,Leaeba Forssk.,Cocculus DC.,Cocculus DC.,Cocculus DC.,Cebatha Forssk.
790154,Baumgartia Moench,Cocculus DC.,Cocculus DC.,Cocculus DC.,Nephroia Lour.
790155,Adenocheton Fenzl,Cocculus DC.,Cocculus DC.,Cocculus DC.,Cebatha Forssk.
790249,Cochlearia officinalis var. macrorrhiza Schur,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica subsp. pyrenaica
790250,Cochlearia officinalis var. alpina Bab.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica subsp. alpina (Bab.) Dalby
790251,Cochlearia macrorrhiza (Schur) Pobed.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica subsp. pyrenaica
790252,Cochlearia excelsa Zahlbr. ex Fritsch,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica DC.,Cochlearia pyrenaica subsp. pyrenaica
790451,Mariottia Guiggi,Coleocephalocereus Backeb.,Coleocephalocereus Backeb.,Coleocephalocereus Backeb.,Micranthocereus Backeb.
791741,Condalia mexicana var. petalifera M.C.Johnst.,Condalia mexicana Schltdl.,Condalia mexicana Schltdl.,Condalia mexicana Schltdl.,Condalia petalifera (M.C.Johnst.) G.L.Nesom
792539,Cordia gerascanthus f. micrantha Chodat,Cordia gerascanthus L.,Cordia gerascanthus L.,Cordia gerascanthus L.,Cordia alliodora (Ruiz & Pav.) Oken
792890,Coronilla coronata var. minor Hornung,Coronilla coronata L.,Coronilla coronata L.,Coronilla coronata L.,Coronilla minima subsp. minima
792904,Coronilla juncea f. micrantha Faure & Maire,Coronilla juncea L.,Coronilla juncea L.,Coronilla juncea L.,Coronilla juncea subsp. juncea
793888,Tetraphyle × hybrida P.V.Heath,Crassula × hybrida (P.V.Heath) G.D.Rowley,Crassula × hybrida (P.V.Heath) G.D.Rowley,,
794095,Dioclea pauciflora Rusby,Cratylia argentea (Desv.) Kuntze,Cratylia argentea (Desv.) Kuntze,Cratylia argentea (Desv.) Kuntze,Cratylia pauciflora (Rusby) Harms
794100,Cratylia pauciflora (Rusby) Harms,Cratylia argentea (Desv.) Kuntze,Cratylia argentea (Desv.) Kuntze,Cratylia argentea (Desv.) Kuntze,Cratylia pauciflora (Rusby) Harms
