,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
574582,Amomum latifolium Lam.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet,Curcuma longa L.,Curcuma longa,Zingiber,Curcuma
579675,Pentlandia Herb.,Urceolina Rchb.,Urceolina Rchb.,Urceolina Rchb.,,Stenomesson Herb.,,Urceolina,Stenomesson
579896,Talbotiopsis L.B.Sm.,Xerophyta Juss.,Xerophyta Juss.,Xerophyta Juss.,,Talbotia Balf.,,Xerophyta,Talbotia
579897,Talbotia Balf.,Xerophyta Juss.,Xerophyta Juss.,Xerophyta Juss.,,Talbotia Balf.,,Xerophyta,Talbotia
580173,× Mangave D.Klein,Agave L.,Agave L.,Agave L.,,× Mangave D.Klein,,Agave,× Mangave
580204,Pothos Adans.,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580280,Polianthes L.,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580283,Zetocapnia Link & Otto,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580285,Tuberosa Heist. ex Fabr.,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580286,Prochnyanthes S.Watson,Agave L.,Agave L.,Agave L.,,Prochnyanthes S.Watson,,Agave,Prochnyanthes
580287,Allibertia Marion ex Baker,Agave L.,Agave L.,Agave L.,,Manfreda Salisb.,,Agave,Manfreda
580288,Pseudobravoa Rose,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580289,Robynsia Drapiez,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580290,× Bravanthes Cif. & Giacom.,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580291,Runyonia Rose,Agave L.,Agave L.,Agave L.,,Manfreda Salisb.,,Agave,Manfreda
580292,Bravoa Lex.,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
580294,Leichtlinia H.Ross,Agave L.,Agave L.,Agave L.,,Manfreda Salisb.,,Agave,Manfreda
580295,× Polifreda W.Ritchie & J.T.Lindstr.,Agave L.,Agave L.,Agave L.,,× Polifreda W.Ritchie & J.T.Lindstr.,,Agave,× Polifreda
580296,Manfreda Salisb.,Agave L.,Agave L.,Agave L.,,Manfreda Salisb.,,Agave,Manfreda
580297,Coetocapnia Link & Otto,Agave L.,Agave L.,Agave L.,,Polianthes L.,,Agave,Polianthes
587404,Strailia T.Durand,Lecythis Loefl.,Lecythis Loefl.,Lecythis Loefl.,,Chytroma Miers,,Lecythis,Chytroma
587406,Holopyxidium Ducke,Lecythis Loefl.,Lecythis Loefl.,Lecythis Loefl.,,Chytroma Miers,,Lecythis,Chytroma
587407,Cercophora Miers,Lecythis Loefl.,Lecythis Loefl.,Lecythis Loefl.,,Chytroma Miers,,Lecythis,Chytroma
587409,Chytroma Miers,Lecythis Loefl.,Lecythis Loefl.,Lecythis Loefl.,,Chytroma Miers,,Lecythis,Chytroma
587410,Pachylecythis Ledoux,Lecythis Loefl.,Lecythis Loefl.,Lecythis Loefl.,,Pachylecythis Ledoux,,Lecythis,Pachylecythis
587411,Sapucaya R.Knuth,Lecythis Loefl.,Lecythis Loefl.,Lecythis Loefl.,,Chytroma Miers,,Lecythis,Chytroma
589588,Bignonia hirta Vell.,Fridericia mollis (Vahl) L.G.Lohmann,Fridericia mollis (Vahl) L.G.Lohmann,Fridericia mollis (Vahl) L.G.Lohmann,Fridericia mollis,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia,Fridericia,Cuspidaria
589906,Setilobus neves-armondii Bureau & K.Schum.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia,Fridericia bracteata (Baill. ex Bureau & K.Schum.) J.N.C.Franc. & L.G.Lohmann,Fridericia bracteata,Cuspidaria,Fridericia
590262,Sympa riograndensis Ravenna,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue (Molina) Goldblatt,Herbertia lahue,Cypella brasiliensis (Baker) Roitman & J.A.Castillo,Cypella brasiliensis,Herbertia,Cypella
595845,Trimeris C.Presl,Lobelia Plum. ex L.,Lobelia Plum. ex L.,Lobelia Plum. ex L.,,Trimeris C.Presl,,Lobelia,Trimeris
603432,Chamaecyparis glauca Carrière,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis,Fitzroya cupressoides (Molina) I.M.Johnst.,Fitzroya cupressoides,Platycladus,Fitzroya
604897,Cupressus funebris var. gracilis Carrière,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis,Cupressus funebris Endl.,Cupressus funebris,Platycladus,Cupressus
604899,Cupressus funebris Endl.,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis,Cupressus funebris Endl.,Cupressus funebris,Platycladus,Cupressus
604900,Juniperus quaternata Miq.,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis (L.) Franco,Platycladus orientalis,Cupressus funebris Endl.,Cupressus funebris,Platycladus,Cupressus
606294,Agrostis frondosa Ten. ex Spreng.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana,Polypogon viridis (Gouan) Breistr.,Polypogon viridis,Agrostis,Polypogon
606423,Agrostis filiculmis M.E.Jones,Agrostis exarata Trin.,Agrostis exarata Trin.,"Polypogon exaratus (Trin.) P.M.Peterson, Soreng & Romasch.",Polypogon exaratus,Agrostis idahoensis Nash,Agrostis idahoensis,Polypogon,Agrostis
613797,Poa delicatula Schrad.,Eragrostis tephrosanthos Schult.,Eragrostis tephrosanthos Schult.,Eragrostis tephrosanthos Schult.,Eragrostis tephrosanthos,Poa delicatula Schrad.,Poa delicatula,Eragrostis,Poa
618551,Stipa trochlearis Nees,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata,Nassella mucronata (Kunth) R.W.Pohl,Nassella mucronata,Lorenzochloa,Nassella
618552,Stipa grisebachii E.Fourn.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata,Nassella mucronata (Kunth) R.W.Pohl,Nassella mucronata,Lorenzochloa,Nassella
618553,Stipa mucronata Kunth,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata,Nassella mucronata (Kunth) R.W.Pohl,Nassella mucronata,Lorenzochloa,Nassella
618557,Stipa setigera J.Presl,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata,Nassella mucronata (Kunth) R.W.Pohl,Nassella mucronata,Lorenzochloa,Nassella
618559,Stipa chapulcensis E.Fourn.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata (Griseb.) Romasch.,Lorenzochloa mucronata,Nassella mucronata (Kunth) R.W.Pohl,Nassella mucronata,Lorenzochloa,Nassella
622019,Sucrea Soderstr.,Raddia Bertol.,Raddia Bertol.,Raddia Bertol.,,Sucrea Soderstr.,,Raddia,Sucrea
622084,Aegialina Schult.,Rostraria Trin.,Rostraria Trin.,Rostraria Trin.,,Aegialina Schult.,,Rostraria,Aegialina
622085,Ktenosachne Steud.,Rostraria Trin.,Rostraria Trin.,Rostraria Trin.,,Aegialina Schult.,,Rostraria,Aegialina
622086,Raimundochloa A.M.Molina,Rostraria Trin.,Rostraria Trin.,Rostraria Trin.,,Poa L.,,Rostraria,Poa
622088,Aegialitis Trin.,Rostraria Trin.,Rostraria Trin.,Rostraria Trin.,,Aegialina Schult.,,Rostraria,Aegialina
622091,Poarion Rchb.,Rostraria Trin.,Rostraria Trin.,Rostraria Trin.,,Aegialina Schult.,,Rostraria,Aegialina
622144,Ktenosachne tenerrima Steud.,Rostraria cristata (L.) Tzvelev,Rostraria cristata (L.) Tzvelev,Rostraria cristata (L.) Tzvelev,Rostraria cristata,Aegialina pubescens (Lam.) Quintanar & Barberá,Aegialina pubescens,Rostraria,Aegialina
622222,Coelorachis Brongn.,Rottboellia L.f.,Rottboellia L.f.,Rottboellia L.f.,,Eremochloa Buse,,Rottboellia,Eremochloa
626168,Leucopoa Griseb.,Festuca Tourn. ex L.,Festuca Tourn. ex L.,Festuca Tourn. ex L.,,Leucopoa Griseb.,,Festuca,Leucopoa
626262,Anatherum P.Beauv.,Andropogon L.,Andropogon L.,Andropogon L.,,Anatherum P.Beauv.,,Andropogon,Anatherum
626520,Argillochloa W.A.Weber,Festuca Tourn. ex L.,Festuca Tourn. ex L.,Festuca Tourn. ex L.,,Hesperochloa (Piper) Rydb.,,Festuca,Hesperochloa
626526,Wasatchia M.E.Jones,Festuca Tourn. ex L.,Festuca Tourn. ex L.,Festuca Tourn. ex L.,,Hesperochloa (Piper) Rydb.,,Festuca,Hesperochloa
626530,× Schedolium Holub,× Festulolium Asch. & Graebn.,× Festulolium Asch. & Graebn.,× Festulolium Asch. & Graebn.,,Lolium L.,,× Festulolium,Lolium
627568,Leochilus parviflorus Standl. & L.O.Williams,Trichocentrum candidum Lindl.,Trichocentrum candidum Lindl.,Trichocentrum candidum Lindl.,Trichocentrum candidum,Leochilus candelariae (Kraenzl.) Pupulin,Leochilus candelariae,Trichocentrum,Leochilus
634102,Avena alpina Honck.,Deschampsia cespitosa subsp. cespitosa,Deschampsia cespitosa subsp. cespitosa,Deschampsia cespitosa subsp. cespitosa,Deschampsia cespitosa,Helictochloa versicolor subsp. versicolor,Helictochloa versicolor,Deschampsia,Helictochloa
634467,Microlaena carsei Cheeseman,Ehrharta diplax var. diplax,Ehrharta diplax var. diplax,Ehrharta diplax var. diplax,Ehrharta diplax,Microlaena carsei Cheeseman,Microlaena carsei,Ehrharta,Microlaena
636733,Convolvulus benehoavensis Bolle,Convolvulus scoparius L.f.,Convolvulus scoparius L.f.,Convolvulus scoparius L.f.,Convolvulus scoparius,Genista benehoavensis (Bolle) del Arco,Genista benehoavensis,Convolvulus,Genista
640003,Odontostephana Alexander,Matelea Aubl.,Matelea Aubl.,Matelea Aubl.,,Odontostephana Alexander,,Matelea,Odontostephana
643785,Petopentia Bullock,Ischnolepis Jum. & H.Perrier,Ischnolepis Jum. & H.Perrier,Ischnolepis Jum. & H.Perrier,,Petopentia Bullock,,Ischnolepis,Petopentia
644023,Poicillopsis Schltr.,Matelea Aubl.,Matelea Aubl.,Matelea Aubl.,,Ptycanthera Decne.,,Matelea,Ptycanthera
644031,Urostephanus B.L.Rob. & Greenm.,Matelea Aubl.,Matelea Aubl.,Matelea Aubl.,,Urostephanus B.L.Rob. & Greenm.,,Matelea,Urostephanus
644032,Dictyanthus Decne.,Matelea Aubl.,Matelea Aubl.,Matelea Aubl.,,Dictyanthus Decne.,,Matelea,Dictyanthus
644034,Chthamalia Decne.,Matelea Aubl.,Matelea Aubl.,Matelea Aubl.,,Chthamalia Decne.,,Matelea,Chthamalia
644037,Trichosacme Zucc.,Matelea Aubl.,Matelea Aubl.,Matelea Aubl.,,Trichosacme Zucc.,,Matelea,Trichosacme
644968,Pentagonium Schauer,Philibertia Kunth,Philibertia Kunth,Philibertia Kunth,,Funastrum E.Fourn.,,Philibertia,Funastrum
657102,Geodorum citrinum Andrews,"Calanthe amboinensis (Blume) M.W.Chase, Christenh. & Schuit.","Calanthe amboinensis (Blume) M.W.Chase, Christenh. & Schuit.","Calanthe amboinensis (Blume) M.W.Chase, Christenh. & Schuit.",Calanthe amboinensis,Eulophia citrina (Andrews) Ormerod & Kurzweil,Eulophia citrina,Calanthe,Eulophia
659619,Systemonodaphne Mez,Kubitzkia van der Werff,Kubitzkia van der Werff,Kubitzkia van der Werff,,Phyllostemonodaphne Kosterm.,,Kubitzkia,Phyllostemonodaphne
659835,Acanthorhipsalis (K.Schum.) Britton & Rose,Lepismium Pfeiff.,Lepismium Pfeiff.,Lepismium Pfeiff.,,Pfeiffera Salm-Dyck,,Lepismium,Pfeiffera
659840,Leocereus Britton & Rose,Facheiroa Britton & Rose,Facheiroa Britton & Rose,Facheiroa Britton & Rose,,Leocereus Britton & Rose,,Facheiroa,Leocereus
659952,Lagenosocereus Doweld,Arrojadoa Britton & Rose,Arrojadoa Britton & Rose,Arrojadoa Britton & Rose,,Lagenosocereus Doweld,,Arrojadoa,Lagenosocereus
659986,Lobivia pentlandii var. forbesii (A.Dietr.) Y.Itô ex Backeb.,Echinopsis pentlandii (Hook.) Salm-Dyck ex A.Dietr.,Echinopsis pentlandii (Hook.) Salm-Dyck ex A.Dietr.,Echinopsis pentlandii (Hook.) Salm-Dyck ex A.Dietr.,Echinopsis pentlandii,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum,Echinopsis,Acanthocalycium
661978,Echiostachys Levyns,Lobostemon Lehm.,Lobostemon Lehm.,Lobostemon Lehm.,,Echiostachys Levyns,,Lobostemon,Echiostachys
664571,Sassafras officinale Siebold,Lindera triloba (Siebold & Zucc.) Blume,Lindera triloba (Siebold & Zucc.) Blume,Lindera triloba (Siebold & Zucc.) Blume,Lindera triloba,Sassafras albidum (Nutt.) Nees,Sassafras albidum,Lindera,Sassafras
666840,Tephrocactus chilensis Backeb.,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata,Airampoa ayrampo (Haenke) Doweld,Airampoa ayrampo,Maihueniopsis,Airampoa
666849,Opuntia chilensis (Backeb.) G.D.Rowley,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata,Airampoa ayrampo (Haenke) Doweld,Airampoa ayrampo,Maihueniopsis,Airampoa
666851,Tephrocactus atacamensis var. chilensis (Backeb.) Backeb.,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata (Haw.) R.Kiesling,Maihueniopsis glomerata,Airampoa ayrampo (Haenke) Doweld,Airampoa ayrampo,Maihueniopsis,Airampoa
667743,Antimima intervallaris (L.Bolus) H.E.K.Hartmann,Mossia intervallaris (L.Bolus) N.E.Br.,Mossia intervallaris (L.Bolus) N.E.Br.,Mossia intervallaris (L.Bolus) N.E.Br.,Mossia intervallaris,Antimima intervallaris (L.Bolus) H.E.K.Hartmann,Antimima intervallaris,Mossia,Antimima
667745,Ruschia intervallaris L.Bolus,Mossia intervallaris (L.Bolus) N.E.Br.,Mossia intervallaris (L.Bolus) N.E.Br.,Mossia intervallaris (L.Bolus) N.E.Br.,Mossia intervallaris,Antimima intervallaris (L.Bolus) H.E.K.Hartmann,Antimima intervallaris,Mossia,Antimima
668082,Phaseolus diversifolius Pittier,Macroptilium longepedunculatum (Mart. ex Benth.) Urb.,Macroptilium longepedunculatum (Mart. ex Benth.) Urb.,Macroptilium longepedunculatum (Mart. ex Benth.) Urb.,Macroptilium longepedunculatum,Vigna lasiocarpa (Mart. ex Benth.) Verdc.,Vigna lasiocarpa,Macroptilium,Vigna
669920,× Eucodonopsis picturata (Planch.) H.E.Moore,× Achimenantha roezlii (Planch.) Z.J.Huang & Z.H.Feng,× Achimenantha roezlii (Planch.) Z.J.Huang & Z.H.Feng,× Achimenantha roezlii (Planch.) Z.J.Huang & Z.H.Feng,× Achimenantha roezlii,× Smidirola picturata (Planch.) Z.J.Huang & Z.H.Feng,× Smidirola picturata,× Achimenantha,× Smidirola
675121,Onosma incanescens DC.,Onosma rostellata Lehm.,Onosma rostellata Lehm.,Onosma rostellata Lehm.,Onosma rostellata,Maharanga incanescens (DC.) L.Cecchi & Hilger,Maharanga incanescens,Onosma,Maharanga
677557,Cercanthemum Tiegh.,Ouratea Aubl.,Ouratea Aubl.,Ouratea Aubl.,,Philomeda Noronha ex Thouars,,Ouratea,Philomeda
677561,Cercinia Tiegh.,Ouratea Aubl.,Ouratea Aubl.,Ouratea Aubl.,,Philomeda Noronha ex Thouars,,Ouratea,Philomeda
680537,Camelinopsis A.G.Mill.,Pseudocamelina (Boiss.) N.Busch,Pseudocamelina (Boiss.) N.Busch,Pseudocamelina (Boiss.) N.Busch,,Camelinopsis A.G.Mill.,,Pseudocamelina,Camelinopsis
681078,Kimnachia S.Arias & N.Korotkova,Pseudorhipsalis Britton & Rose,Pseudorhipsalis Britton & Rose,Pseudorhipsalis Britton & Rose,,Kimnachia S.Arias & N.Korotkova,,Pseudorhipsalis,Kimnachia
683375,Pseuderanthemum lindavianum De Wild. & T.Durand,Rhinacanthus virens (Nees) Milne-Redh.,Rhinacanthus virens (Nees) Milne-Redh.,Cryptacanthus virens (Nees) I.Darbysh. & Kiel,Cryptacanthus virens,Pseuderanthemum lindavianum De Wild. & T.Durand,Pseuderanthemum lindavianum,Cryptacanthus,Pseuderanthemum
684687,Oerstedina Wiehler,Rufodorsia Wiehler,Rufodorsia Wiehler,Rufodorsia Wiehler,,Oerstedina Wiehler,,Rufodorsia,Oerstedina
685954,Fourraea Greuter & Burdet,Turritis Tourn. ex L.,Turritis Tourn. ex L.,Turritis Tourn. ex L.,,Fourraea Greuter & Burdet,,Turritis,Fourraea
686718,Laserpitium loscosii (Lange) Calest.,Thapsia asclepium L.,Thapsia asclepium L.,Elaeoselinum asclepium (L.) Bertol.,Elaeoselinum asclepium,Ferula loscosii (Lange) Willk.,Ferula loscosii,Elaeoselinum,Ferula
686723,Elaeoselinum loscosii Lange,Thapsia asclepium L.,Thapsia asclepium L.,Elaeoselinum asclepium (L.) Bertol.,Elaeoselinum asclepium,Ferula loscosii (Lange) Willk.,Ferula loscosii,Elaeoselinum,Ferula
687063,Anisostigma Schinz,Tetragonia L.,Tetragonia L.,Tetragonia L.,,Anisostigma Schinz,,Tetragonia,Anisostigma
688982,Dennettia Baker f.,Uvariopsis Engl.,Uvariopsis Engl.,Uvariopsis Engl.,,Dennettia Baker f.,,Uvariopsis,Dennettia
690475,Torenia edentula Griff.,Vandellia montana (Blume) Benth.,Vandellia montana (Blume) Benth.,Yamazakia montana (Blume) A.Pal & M.Chowdhury,Yamazakia montana,Torenia violacea (Azaola) Pennell,Torenia violacea,Yamazakia,Torenia
690692,Vatricania Backeb.,Cleistocactus Lem.,Cleistocactus Lem.,Cleistocactus Lem.,,Vatricania Backeb.,,Cleistocactus,Vatricania
694397,Mellissia Hook.f.,Withania Pauquy,Withania Pauquy,Withania Pauquy,,Mellissia Hook.f.,,Withania,Mellissia
694473,Stenodraba O.E.Schulz,Weberbauera Gilg & Muschl.,Weberbauera Gilg & Muschl.,Weberbauera Gilg & Muschl.,,Stenodraba O.E.Schulz,,Weberbauera,Stenodraba
696396,Streptanthella Rydb.,Streptanthus Nutt.,Streptanthus Nutt.,Streptanthus Nutt.,,Streptanthella Rydb.,,Streptanthus,Streptanthella
697387,Stenandriopsis S.Moore,Stenandrium Nees,Stenandrium Nees,Stenandrium Nees,,Stenandriopsis S.Moore,,Stenandrium,Stenandriopsis
699682,Heliosperma carpaticum (Zapał.) Klokov,Silene behen L.,Silene behen L.,Silene behen L.,Silene behen,Heliosperma pusillum (Waldst. & Kit.) Rchb.,Heliosperma pusillum,Silene,Heliosperma
699683,Ixoca carpatica (Zapał.) Ikonn.,Silene behen L.,Silene behen L.,Silene behen L.,Silene behen,Heliosperma pusillum (Waldst. & Kit.) Rchb.,Heliosperma pusillum,Silene,Heliosperma
699948,Utahia Britton & Rose,Sclerocactus Britton & Rose,Sclerocactus Britton & Rose,Sclerocactus Britton & Rose,,Pediocactus Britton & Rose,,Sclerocactus,Pediocactus
701065,Sempervivella Stapf,Sempervivum L.,Sempervivum L.,Sempervivum L.,,Sedum L.,,Sempervivum,Sedum
701736,Cathartocarpus Pers.,Senna Mill.,Senna Mill.,Senna Mill.,,Cassia L.,,Senna,Cassia
707011,Ectozoma Miers,Markea Rich.,Markea Rich.,Markea Rich.,,Ectozoma Miers,,Markea,Ectozoma
708348,Lasianthemum Klotzsch,Talisia Aubl.,Talisia Aubl.,Talisia Aubl.,,Matayba Aubl.,,Talisia,Matayba
710121,Vandellia diffusa Blanco,Torenia thouarsii (Cham. & Schltdl.) Kuntze,Torenia thouarsii (Cham. & Schltdl.) Kuntze,Torenia thouarsii (Cham. & Schltdl.) Kuntze,Torenia thouarsii,"Yamazakia pusilla (Willd.) W.R.Barker, Y.S.Liang & Wannan",Yamazakia pusilla,Torenia,Yamazakia
713131,Cinnamomum tomentosum D.Don,Phoebe cathia (D.Don) Kosterm.,Phoebe cathia (D.Don) Kosterm.,Phoebe cathia (D.Don) Kosterm.,Phoebe cathia,Machilus tomentosus (D.Don) M.Gangop.,Machilus tomentosus,Phoebe,Machilus
714112,Pterocarpus cultratus Vell.,Pterocarpus rohrii Vahl,Pterocarpus rohrii Vahl,Pterocarpus rohrii Vahl,Pterocarpus rohrii,Lonchocarpus cultratus (Vell.) A.M.G.Azevedo & H.C.Lima,Lonchocarpus cultratus,Pterocarpus,Lonchocarpus
714335,Strombocarpa odorata (Torr. & Frém.) A.Gray,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens,Neltuma odorata (Torr. & Frém.) C.E.Hughes & G.P.Lewis,Neltuma odorata,Strombocarpa,Neltuma
714338,Prosopis odorata Torr. & Frém.,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens,Neltuma odorata (Torr. & Frém.) C.E.Hughes & G.P.Lewis,Neltuma odorata,Strombocarpa,Neltuma
716322,Paullinia mexiae Steyerm.,Paullinia pterocarpa Triana & Planch.,Paullinia pterocarpa Triana & Planch.,Paullinia pterocarpa Triana & Planch.,Paullinia pterocarpa,Serjania caracasana (Jacq.) Willd.,Serjania caracasana,Paullinia,Serjania
716930,Afrohybanthus Flicker,Pigea Ging.,Pigea Ging.,Pigea Ging.,,Afrohybanthus Flicker,,Pigea,Afrohybanthus
718430,Physalis kansuensis Pojark.,Physalis halicacabum Crantz,Physalis halicacabum Crantz,Physalis halicacabum Crantz,Physalis halicacabum,Alkekengi officinarum var. franchetii (Mast.) R.J.Wang,Alkekengi officinarum,Physalis,Alkekengi
719201,Grajalesia Miranda,Pisonia Plum. ex L.,Pisonia Plum. ex L.,Pisonia Plum. ex L.,,Grajalesia Miranda,,Pisonia,Grajalesia
727502,Quassia officinalis Rich.,Simarouba amara Aubl.,Simarouba amara Aubl.,Simarouba amara Aubl.,Simarouba amara,Quassia amara L.,Quassia amara,Simarouba,Quassia
728497,Hieronymusia Engl.,Suksdorfia A.Gray,Suksdorfia A.Gray,Suksdorfia A.Gray,,Hieronymusia Engl.,,Suksdorfia,Hieronymusia
729303,Chodaphyton Minod,Stemodia L.,Stemodia L.,Stemodia L.,,Chodaphyton Minod,,Stemodia,Chodaphyton
730164,Dircaea picta (Hook.) Lem.,Sinningia douglasii (Lindl.) Chautems,Sinningia douglasii (Lindl.) Chautems,Sinningia douglasii (Lindl.) Chautems,Sinningia douglasii,Kohleria tubiflora (Cav.) Hanst.,Kohleria tubiflora,Sinningia,Kohleria
730854,Acacia virchowiana Vatke & Hildebrandt,Senegalia senegal (L.) Britton,Senegalia senegal (L.) Britton,Senegalia senegal (L.) Britton,Senegalia senegal,Vachellia oerfota var. oerfota,Vachellia oerfota,Senegalia,Vachellia
731521,Pentacme A.DC.,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,,Pentacme A.DC.,,Shorea,Pentacme
731666,Trochocephalus superbus (Grüning) Á.Löve & D.Löve,"Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma",Lomelosia comosa,Scabiosa tschiliensis Grüning,Scabiosa tschiliensis,Lomelosia,Scabiosa
731668,Scabiosa superba Grüning,"Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma",Lomelosia comosa,Scabiosa tschiliensis Grüning,Scabiosa tschiliensis,Lomelosia,Scabiosa
731670,Scabiosa tschiliensis f. albiflora S.H.Li & S.Z.Liu,"Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma",Lomelosia comosa,Scabiosa tschiliensis Grüning,Scabiosa tschiliensis,Lomelosia,Scabiosa
731671,Scabiosa tschiliensis Grüning,"Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma",Lomelosia comosa,Scabiosa tschiliensis Grüning,Scabiosa tschiliensis,Lomelosia,Scabiosa
731672,Scabiosa tschiliensis var. superba (Grüning) S.Y.He,"Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma","Lomelosia comosa (Fisch. ex Roem. & Schult.) J.H.Xue, Chepinoga & K.P.Ma",Lomelosia comosa,Scabiosa tschiliensis Grüning,Scabiosa tschiliensis,Lomelosia,Scabiosa
731694,Saul Roxb. ex Wight & Arn.,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,,Anthoshorea Pierre,,Shorea,Anthoshorea
731695,Doona Thwaites,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,,Doona Thwaites,,Shorea,Doona
731698,Richetia F.Heim,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,,Richetia F.Heim,,Shorea,Richetia
731700,Anthoshorea Pierre,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,Shorea Roxb. ex C.F.Gaertn.,,Anthoshorea Pierre,,Shorea,Anthoshorea
